ID,utterance,charlie,morgane,list-ID,child,age,file,similar,different
66,tu enlèves ton pantalon Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
69,t'enlèves tes chaussettes Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
71,comment ça s'appelle Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",CHI-Response:No-response
72,comment est-ce que ça s'appelle ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,PAR-Initiation:Information-seeking:fact-based ,"PAR-Follow-up:Re-ask-initial-question , CHI-Response:No-response , NULL"
73,hein comment ça s'appelle ça ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL","PAR-Follow-up:Re-ask-initial-question , CHI-Response:No-response"
74,vas_y t'enlèves l'autre ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Follow-up:other,PAR-Initiation:Non-Information-seeking,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",PAR-Follow-up:other
77,comment est-ce que ça s'appelle ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",
78,x pieds ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
79,non des chaussettes comment tu dis Adrien ? [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,PAR-Initiation:Non-Information-seeking]",2,Adrien,2,020222,PAR-Follow-up:Signal-disagreement,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , PAR-Follow-up:Give-response , PAR-Initiation:Non-Information-seeking"
80,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:No-label
81,chaussettes ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Follow-up:Give-response
82,oui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Non-Information-seeking"
83,comment ça s'appelle ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,No-response+No-follow-up,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL","CHI-Response:No-response , No-response+No-follow-up"
84,tu viens Adrien oh oh oh ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Follow-up:other
88,t'enlèves ta couche Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
89,tu vas la mettre à la poubelle ta couche ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
92,allez on attend ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
94,comment ça s'appelle ça Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , CHI-Response:No-response , NULL",
95,regarde ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Follow-up:other
96,c'est quoi ça ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL","PAR-Follow-up:Re-ask-initial-question , PAR-Follow-up:Followup-question"
97,bateau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
98,oui un bateau hop ça s'appelle comment ça ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,Adrien,2,020222,"PAR-Follow-up:Signal-agreement , PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ",
99,bateau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
100,non ça s'appelle un seau ! [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]","[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:Give-response,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Signal-disagreement , PAR-Follow-up:Give-response , NULL",
101,tu dis Adrien seau ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Non-Information-seeking , NULL",
104,seau comment tu dis seau ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Non-Information-seeking"
105,seau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:Answer:no-explanation-needed
106,oui seau ! [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Repeat-answer,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Follow-up:Signal-agreement , PAR-Follow-up:Repeat-answer"
109,et ça regarde c'est quoi ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , CHI-Response:No-response , NULL",
110,ah tu dis ah ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Adrien,2,020222,"PAR-Follow-up:other , NULL",
114,allo ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
120,aïe aïe ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
128,oh hisse ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
138,tu veux du savon tu fais pipi mon bonhomme ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
144,tu te savonnes ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
147,un autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , CHI-Response:No-response , PAR-Initiation:Non-Information-seeking"
148,tiens ah non non non frotte-toi pas les yeux ça va te faire mal aux yeux après vas_y mets bien la main comme ça ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Follow-up:other
155,attends on rince ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
158,allo ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Non-information-seeking,NULL,NULL]",1,Adrien,2,020222,"CHI-Initiation:Non-information-seeking , NULL",
160,oui ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Non-Information-seeking"
161,allo ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:Non-answer:declarative
163,comment ça s'appelle ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",PAR-Follow-up:Followup-question
164,bateau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
165,broum le bateau broum bo bo ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:Repeat-answer,PAR-Follow-up:other,NULL]",2,Adrien,2,020222,"PAR-Follow-up:other , NULL",PAR-Follow-up:Repeat-answer
169,et papa ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Non-Information-seeking , NULL",
171,il est où papa ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",
172,papa papa ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",CHI-Response:Answer:non-verbal
173,et Adrien comment tu dis Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,Adrien,2,020222,PAR-Follow-up:Followup-question,"PAR-Initiation:Information-seeking:fact-based  , Complex-long , PAR-Initiation:Non-Information-seeking , NULL"
175,coucou et papy il est où papy ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",Complex-long
176,papy ! [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:Non-answer:declarative
178,il est où il est à la maison avec mamie ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",PAR-Follow-up:Followup-question
179,papy yyy . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",
180,il est avec mamie papy ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
181,papy ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",
182,papapi oui ! [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Signal-agreement,NULL]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Repeat-answer,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Repeat-answer , PAR-Follow-up:Signal-agreement , NULL",
191,et mamie elle est où mamie ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",
192,mamie ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",
193,elle est à la maison mamie ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
194,papa ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",
195,il est où papa oh je le vois pas il est où ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
196,papa ! [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , CHI-Response:Answer:non-verbal , NULL",
197,oui il est là ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Signal-agreement , NULL",
198,et tata elle est où ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,NULL,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , NULL",PAR-Initiation:Information-seeking:fact-based 
199,tata ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Non-answer:declarative , NULL",
200,elle est où tata ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Re-ask-initial-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
201,partie ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
202,elle est à sa maison ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Give-response , NULL",
207,et Natacha elle est où Natacha ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",
208,partie ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
209,et Camille ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
210,parti ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,NULL,"CHI-Response:Answer:no-explanation-needed , PAR-Initiation:Information-seeking:fact-based "
211,a sa maison ils sont partis et Théodore ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Add-info,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,Adrien,2,020222,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ","NULL , PAR-Follow-up:Add-info"
212,parti ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
213,oh ben alors ils sont tous partis ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:Add-info,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Follow-up:other , PAR-Follow-up:Add-info"
214,comment tu dis Camille Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , Complex-long , PAR-Initiation:Non-Information-seeking"
216,mamie et Natacha ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Non-Information-seeking"
217,parti ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:Non-answer:declarative
218,comment tu dis Natacha ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Non-Information-seeking"
219,Natacha . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,CHI-Response:Answer:no-explanation-needed
220,ouh là c'est xxx elle dit cha cha mais là c'est encore xxx . [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Follow-up:other
221,thé et Théodore ? [media],"[NULL,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,PAR-Initiation:Non-Information-seeking
223,comment tu dis comment tu dis Théodore ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , Complex-long , PAR-Initiation:Non-Information-seeking"
225,Arthur oui il est où Arthur ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Adrien,2,020222,"PAR-Initiation:Information-seeking:fact-based  , NULL",
226,parti ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Adrien,2,020222,"CHI-Response:Answer:no-explanation-needed , NULL",
227,il est parti c'est ton copain Arthur ? [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,Adrien,2,020222,"PAR-Follow-up:Repeat-answer , PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ",
228,hein Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[CHI-Response:No-response,PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking]",2,Adrien,2,020222,PAR-Initiation:Non-Information-seeking,"NULL , CHI-Response:No-response , PAR-Follow-up:Followup-question"
229,et comment il s'appelle Arnold ? [media],"[NULL,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2,Adrien,2,020222,NULL,"PAR-Initiation:Information-seeking:fact-based  , Complex-long"
