ID,utterance,charlie,morgane,list-ID,child,age,file,similar,different
53,tu veux manger ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",CHI-Follow-up:Re-ask-initial-question
54,c'est un croissant ! [media],"[PAR-Response:Non-answer:declarative,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:declarative , NULL",
55,un croissant .,"[CHI-Follow-up:Repeat-answer,NULL,NULL]","[CHI-Follow-up:Repeat-answer,NULL,NULL]",1,Anae,2,020025,"CHI-Follow-up:Repeat-answer , NULL",
142,va où le yyy la la la le canard maman ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
143,il va où tu veux tu le mets où tu veux . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Answer:no-explanation-needed , NULL",
144,comme ça yyy avec ça maman ! [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,"CHI-Follow-up:Own-explanation , NULL",
146,et ça va où ça ? [media],"[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",PAR-Response:No-response
147,ça va où ça maman ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",CHI-Follow-up:Re-ask-initial-question
148,où tu veux . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Answer:no-explanation-needed , NULL",
149,ça ? [media],"[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response]","[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,No-response+No-follow-up]",1,Anae,2,020025,"CHI-Follow-up:Followup-question , CHI-Initiation:Information-seeking:fact-based","PAR-Response:No-response , No-response+No-follow-up"
150,yyy . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Otherwise
173,et le coeur ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Initiation:Non-information-seeking , CHI-Initiation:Information-seeking:fact-based"
175,c'est un tatouage ? [media],"[NULL,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,NULL,PAR-Response:Non-answer:interrogative
176,non c'est la coeur . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Own-explanation
182,quoi ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
183,qu'est-ce qu'elle a eu Agathe à son anniversaire ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
184,des playmobils . [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Follow-up:Own-explanation , CHI-Follow-up:Otherwise"
213,c'est quoi ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
214,Pé ... [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
215,Pé .,"[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Follow-up:Repeat-answer,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Follow-up:Followup-question , CHI-Initiation:Information-seeking:fact-based , CHI-Follow-up:Repeat-answer"
216,Pépi ...,"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,2,020025,NULL,PAR-Response:Non-answer:interrogative
217,Pépito ! [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Own-explanation
230,quoi ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
231,où est-ce que tu montes sur le poney ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
232,cacao ! [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1,Anae,2,020025,"CHI-Follow-up:Otherwise , NULL",
263,quoi ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
264,au magasin ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
265,quoi ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1,Anae,2,020025,"CHI-Follow-up:Re-ask-initial-question , CHI-Initiation:Information-seeking:fact-based , NULL",
266,il te l'a donné au magasin ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
267,ouais . [media],"[CHI-Follow-up:Signal-agreement,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Follow-up:Signal-agreement , CHI-Follow-up:Otherwise"
276,peux mettre un yyy ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
277,non on mettra un pansement après la douche d'accord ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Answer:with-explanation-high-quality,NULL,NULL]",1,Anae,2,020025,NULL,"PAR-Response:Non-answer:interrogative , PAR-Response:Answer:with-explanation-high-quality"
278,va mettre un collant . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Follow-up:Otherwise , CHI-Follow-up:Own-explanation"
314,c'est quoi ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
315,un ca ... [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Non-answer:interrogative , NULL",
317,[quote] . [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,"CHI-Follow-up:Own-explanation , NULL",
325,et yyy quoi ça ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
326,je vois pas . [media],"[NULL,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1,Anae,2,020025,NULL,PAR-Response:Non-answer:declarative
327,une lampe . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Answer:no-explanation-needed , NULL",
329,les \<interruption\> [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Follow-up:Otherwise , CHI-Follow-up:Own-explanation"
423,t as vu ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,NULL,"CHI-Initiation:Non-information-seeking , CHI-Initiation:Information-seeking:fact-based"
424,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1,Anae,2,020025,NULL,PAR-Response:Non-answer:interrogative
426,yyy . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Signal-agreement,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Signal-agreement
427,va sortir dans le jardin . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Own-explanation
574,encore un un bonhomme maman ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,2,020025,"CHI-Initiation:Information-seeking:fact-based , NULL",
575,[quote] hum hum .,"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Answer:no-explanation-needed , NULL",
576,encore un bonhomme ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1,Anae,2,020025,"CHI-Follow-up:Re-ask-initial-question , CHI-Initiation:Information-seeking:fact-based , NULL",
577,ouais ! [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,2,020025,"PAR-Response:Answer:no-explanation-needed , NULL",
578,0. . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Otherwise
579,là c'est le yyy . [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1,Anae,2,020025,NULL,CHI-Follow-up:Otherwise
