ID,utterance,charlie,morgane,list-ID,child,age,file,similar,different
29,quatre ans ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
30,oh tu es grande ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,NULL,"PAR-Follow-up:Add-info , PAR-Follow-up:other"
40,des dinosaures quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
41,des dinosaures euh fabule . [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",CHI-Response:Answer:non-verbal
42,fabule ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
43,oui et ça c'est des dinosaures très dang ! [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",CHI-Response:Answer:non-verbal
46,[quote] 0. .,"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:other , NULL",
72,ah bon ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,NULL,"PAR-Initiation:Non-Information-seeking , PAR-Initiation:Information-seeking:fact-based "
73,ouais \<None\> ! [media],"[NULL,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Answer:no-explanation-needed
74,c'est bizarre non ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,NULL,"PAR-Initiation:Non-Information-seeking , PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based "
75,hé un dinosaure Rex ... [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,PAR-Follow-up:No-followup,NULL]",2,Anae,4,040012,NULL,"CHI-Response:Non-answer:declarative , PAR-Follow-up:No-followup"
85,un quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
86,un zzz . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
87,ah bon ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , NULL","PAR-Initiation:Non-Information-seeking , PAR-Initiation:Information-seeking:fact-based "
88,et un zzz . [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Non-answer:declarative
90,[quote] ah oui !,"[NULL,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Anae,4,040012,NULL,PAR-Follow-up:Signal-agreement
96,\<None\> \<None\> le petit dinosaure il a une toute petite bouche hein ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Non-information-seeking,NULL,NULL]",1,Anae,4,040012,NULL,"CHI-Initiation:Information-seeking:fact-based , CHI-Initiation:Non-information-seeking"
97,hum !,"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,4,040012,NULL,PAR-Response:Answer:no-explanation-needed
98,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,4,040012,NULL,PAR-Response:Non-answer:interrogative
98,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
99,\<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]","[NULL,NULL,NULL]",1,Anae,4,040012,NULL,CHI-Follow-up:Own-explanation
99,\<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",
100,qu'est-ce que c'est ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL","PAR-Follow-up:Followup-question , PAR-Follow-up:Re-ask-initial-question"
101,c'est à moi ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",
102,oui c'est à toi mais qu'est-ce que c'est comme playmobil ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ",
103,c'est c'est le docteur des animaux . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
104,ça s'appelle comment le docteur des animaux ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ","NULL , CHI-Response:No-response"
105,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Non-answer:declarative
106,le \<trail off question\> [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
107,le \<None\> \<trail off question\> [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",
108,[quote] vé ... [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
109,[quote] ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
110,très bien ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , NULL",
119,tu crois que la petite souris elle est passée ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
120,oui ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
121,0. . [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:other , NULL",
128,\<None\> \<None\> \<None\> ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1,Anae,4,040012,"CHI-Initiation:Information-seeking:fact-based , NULL",
129,euh je n sais pas peut-être un ptérodactyle ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1,Anae,4,040012,NULL,"PAR-Response:Non-answer:interrogative , PAR-Response:Answer:no-explanation-needed"
129,euh je n sais pas peut-être un ptérodactyle ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,PAR-Initiation:Information-seeking:fact-based 
130,ouais c'est un ptérodactyle très grand . [media],"[CHI-Follow-up:Signal-agreement,CHI-Follow-up:Own-explanation,NULL]","[CHI-Follow-up:Signal-agreement,CHI-Follow-up:Own-explanation,NULL]",1,Anae,4,040012,"CHI-Follow-up:Signal-agreement , CHI-Follow-up:Own-explanation , NULL",
130,ouais c'est un ptérodactyle très grand . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Answer:no-explanation-needed
131,doucement avec les pages . [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,PAR-Follow-up:other
140,qu'est-ce qu'on a fait à la piscine ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:explanation-based,NULL,NULL]",2,Anae,4,040012,NULL,"PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Information-seeking:explanation-based"
142,on a nagé ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:with-explanation-high-quality,NULL,NULL]",2,Anae,4,040012,NULL,"CHI-Response:Answer:no-explanation-needed , CHI-Response:Answer:with-explanation-high-quality"
143,c'est tout on n' a que nagé ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
144,ouais ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",PAR-Follow-up:No-followup
145,une image qu est très bien . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Non-answer:declarative
147,[quote] est-ce que tu aimes bien aller à la piscine ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",PAR-Follow-up:Followup-question
148,ça \<None\> \<None\> c'est un dinosaure ... [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",CHI-Response:Answer:non-verbal
151,[quote] ah oui !,"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , NULL",
152,est-ce que tu aimes bien nager ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
153,ouais ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
154,et ça c'est un diplodocus . [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",CHI-Response:Answer:non-verbal
155,oui très bien ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , NULL",
157,où est-ce qu'on part demain ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
158,et ça c'est \<None\> \<None\> un dinosauracus . [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",CHI-Response:Answer:non-verbal
159,oui \<None\> où est-ce qu'on part demain Anaé ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , PAR-Follow-up:Re-ask-initial-question , PAR-Initiation:Information-seeking:fact-based ",
161,bah ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",
162,on va où demain ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL","PAR-Follow-up:Followup-question , PAR-Follow-up:Re-ask-initial-question"
163,à Lacanau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
164,qu'est-ce qu'on va faire à Lacanau ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:explanation-based,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , NULL","PAR-Initiation:Information-seeking:fact-based  , PAR-Initiation:Information-seeking:explanation-based"
165,bah on va nager \<None\> \<None\> et et et faire des châteaux de sable . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:with-explanation-high-quality,NULL,NULL]",2,Anae,4,040012,NULL,"CHI-Response:Answer:no-explanation-needed , CHI-Response:Answer:with-explanation-high-quality"
166,où ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
167,\<None\> \<None\> \<None\> \<None\> ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
168,mais il y a quoi à Lacanau ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
169,il y a de la mer ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
170,ah bon ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , NULL","PAR-Initiation:Non-Information-seeking , PAR-Initiation:Information-seeking:fact-based "
171,oui \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Answer:no-explanation-needed
172,et puis quoi d' autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",PAR-Follow-up:Followup-question
173,du sable ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
174,ouais . et puis ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based ",
175,euh des os . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
176,des os ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
177,des os de sable . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
178,yyy un bébé . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Non-answer:declarative
179,[quote] et où est-ce qu'on va nager des fois aussi ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
180,[quote] mais euh ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Non-answer:declarative , NULL",
181,[quote] oh pardon pardon .,"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:other , NULL",
185,[quote] tu veux pas lire un autre livre ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
186,oh d'accord .,"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
187,tu ranges celui-ci ... [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:other , NULL",
196,Zoé et les \<None\> ... [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,PAR-Initiation:Information-seeking:fact-based 
197,[quote] monstres . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,CHI-Response:Answer:no-explanation-needed
198,[quote] et les monstres oui . [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Signal-agreement,NULL]","[NULL,NULL,NULL]",2,Anae,4,040012,NULL,"PAR-Follow-up:Repeat-answer , PAR-Follow-up:Signal-agreement"
207,t as pas un petit peu triché ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,NULL,"PAR-Initiation:Non-Information-seeking , PAR-Initiation:Information-seeking:fact-based "
209,mais regarde ! [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,CHI-Response:No-label,NULL]",2,Anae,4,040012,NULL,"CHI-Response:Non-answer:declarative , CHI-Response:No-label"
211,hum hum \<None\> . [media],"[NULL,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,Anae,4,040012,NULL,PAR-Follow-up:other
214,tu as quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
215,je lis plein de pages dans ma tête . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
216,d'accord . [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,Anae,4,040012,"PAR-Follow-up:Signal-agreement , NULL",
218,et qu'est-ce que c'est que cette maison là ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,Anae,4,040012,"PAR-Initiation:Information-seeking:fact-based  , NULL",
219,c'est ma ferme ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
220,c'est ta ferme de quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,Anae,4,040012,"PAR-Follow-up:Followup-question , PAR-Initiation:Information-seeking:fact-based  , NULL",
221,de playmobil ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,Anae,4,040012,"CHI-Response:Answer:no-explanation-needed , NULL",
