ID,utterance,annotation-charlie,annotation-morgane,list-ID
20,"allez , tu viens avec papa ? [media]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
21,attends tu veux aller où ? [media],"[NULL,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
21,attends tu veux aller où ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
22,on va dans la chambre jouer ? [media],"[NULL,NULL,NULL]","[PAR-Response:Non-answer:interrogative,NULL,NULL]",1
22,on va dans la chambre jouer ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
23,attends je vais joue avec Nao pour l'instant vais pour l'instant vais venir après ! [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1
23,attends je vais joue avec Nao pour l'instant vais pour l'instant vais venir après ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
24,vous venez après ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
24,vous venez après ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
25,tu peux aller jouer dans ta chambre Adrien montrer ton xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
25,tu peux aller jouer dans ta chambre Adrien montrer ton xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
26,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
26,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
27,et enlève tes chaussures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
27,et enlève tes chaussures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
28,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
28,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
29,"elle est de quelle couleur cette voiture , oh c'est difficile ça ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
29,"elle est de quelle couleur cette voiture , oh c'est difficile ça ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
30,tu sais quelle couleur c'est ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
30,tu sais quelle couleur c'est ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
31,non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
31,non ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
32,dis-le ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
32,dis-le ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2
33,"ça c'est du orange , mais c'est difficile ça ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
33,"ça c'est du orange , mais c'est difficile ça ! [media]","[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,PAR-Follow-up:Add-info,NULL]",2
34,c'est pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
34,c'est pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
35,regarde c'est un peu comme cette couleur là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
35,regarde c'est un peu comme cette couleur là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
36,pas pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
36,pas pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
37,"ça , c'est orange ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
37,"ça , c'est orange ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
38,pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
38,pas tout à fait ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
39,orange ou jaune ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
39,orange ou jaune ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
40,non laisse-moi les voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
40,non laisse-moi les voitures ! [media],"[NULL,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2
41,"c'est un peu entre les deux , tu la vois de quelle couleur Elsa , orange ou jaune ? [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
41,"c'est un peu entre les deux , tu la vois de quelle couleur Elsa , orange ou jaune ? [media]","[NULL,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2
42,fais voir bonhomme ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
42,fais voir bonhomme ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
43,bon elle est orange argenté clair ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
43,bon elle est orange argenté clair ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
44,oh j'aime beaucoup cette voiture quand elle roule derrière et celle-là yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
44,oh j'aime beaucoup cette voiture quand elle roule derrière et celle-là yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
45,j'aime beaucoup là elle est yyy bloquée celle-là de l'effet . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
45,j'aime beaucoup là elle est yyy bloquée celle-là de l'effet . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
46,j'ai trop appuyé ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
46,j'ai trop appuyé ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
47,moi j'ai trop appuyé cette roue ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
47,moi j'ai trop appuyé cette roue ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
48,t'as trop appuyé sur la roue ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
48,t'as trop appuyé sur la roue ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
49,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
49,oui ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[NULL,NULL,NULL]",2
50,t'as tout cassé alors ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
50,t'as tout cassé alors ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
51,moi j'en ai appuyé sur une mais . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
51,moi j'en ai appuyé sur une mais . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[NULL,NULL,NULL]",2
52,sur une ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
52,sur une ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
53,moi j'en ai appuyé sur deux mais pas plus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
53,moi j'en ai appuyé sur deux mais pas plus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
54,euh viens j'allume la lumière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
54,euh viens j'allume la lumière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
55,comme ça on joue avec les voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
55,comme ça on joue avec les voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
56,wouah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
56,wouah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
57,toutes les voitures qu'il y a déjà ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
57,toutes les voitures qu'il y a déjà ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
58,moi j'ai toutes voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
58,moi j'ai toutes voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
59,je m'assois où ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
59,je m'assois où ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
60,on met la musique ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
60,on met la musique ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
61,pas beaucoup hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
61,pas beaucoup hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
62,moi j'en veux beaucoup de voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
62,moi j'en veux beaucoup de voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
63,moi j'en veux beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
63,moi j'en veux beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
64,moi je commande pas en plus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
64,moi je commande pas en plus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
65,"est-ce qu'on peut enlever la musique , parce_que ça me gêne un peu ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
65,"est-ce qu'on peut enlever la musique , parce_que ça me gêne un peu ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
66,quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
66,quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
67,"comment on fait pour enlever la musique , ça me gêne ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
67,"comment on fait pour enlever la musique , ça me gêne ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
68,euh on fait . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
68,euh on fait . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
69,ah d'accord ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
69,ah d'accord ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
70,vais la mettre là mets là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
70,vais la mettre là mets là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
71,comme ça ça te gêne pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
71,comme ça ça te gêne pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
72,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
72,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
73,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
73,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
74,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
74,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
75,tu touches pas les voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
75,tu touches pas les voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
76,ben non je regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
76,ben non je regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
77,si on garde toutes les voitures celle-là elle est pas tout à fait grosse ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
77,si on garde toutes les voitures celle-là elle est pas tout à fait grosse ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
78,pas tout à fait comme celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
78,pas tout à fait comme celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
79,moi je moi j'en mets beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
79,moi je moi j'en mets beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
80,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
80,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
81,le bus je le mets . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
81,le bus je le mets . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
82,le mets le mets . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
82,le mets le mets . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
83,ouh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
83,ouh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
84,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
84,yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
85,il roule à l'envers ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
85,il roule à l'envers ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
86,mais non là il roule pas à l'envers ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
86,mais non là il roule pas à l'envers ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
87,un peu quand même . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
87,un peu quand même . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
88,attends je vais te le mettre comme ça ça va être plus simple . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
88,attends je vais te le mettre comme ça ça va être plus simple . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
89,regarde je vais te le tourner un peu . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
89,regarde je vais te le tourner un peu . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
90,"attends tends , je vais te le . voilà , comme ça ça te serre pas ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
90,"attends tends , je vais te le . voilà , comme ça ça te serre pas ! [media]","[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
91,tu veux que je desserre un petit peu ou pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
91,tu veux que je desserre un petit peu ou pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
92,euh oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
92,euh oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
93,oui alors je vais desserrer un petit peu . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
93,oui alors je vais desserrer un petit peu . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
94,hop après on va faire comme ça . on va faire . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
94,hop après on va faire comme ça . on va faire . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
95,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
95,www . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
96,oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
96,oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
97,quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
97,quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
98,il y en a plus que deux des fenêtres là ah là celle-là à celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
98,il y en a plus que deux des fenêtres là ah là celle-là à celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
99,celle-là celle-là celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
99,celle-là celle-là celle-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
100,pas d'autres ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
100,pas d'autres ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
101,ça fait combien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
101,ça fait combien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
102,là ça en fait plus que deux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
102,là ça en fait plus que deux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
103,ça fait beaucoup ou pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
103,ça fait beaucoup ou pas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
104,regarde là ça fait beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
104,regarde là ça fait beaucoup ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
105,ah ben oui hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
105,ah ben oui hein ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
106,oh moi xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
106,oh moi xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
107,deux plus celle-là elle va là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
107,deux plus celle-là elle va là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
108,moi j'en ai plus que deux des voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
108,moi j'en ai plus que deux des voitures ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
109,là veux la mettre celle-là veux la mettre toute seule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
109,là veux la mettre celle-là veux la mettre toute seule ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
110,celle-là je la mets là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
110,celle-là je la mets là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
111,comme ça elle bouge pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
111,comme ça elle bouge pas ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
112,là je vais la mettre là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
112,là je vais la mettre là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
113,celle-là je vais la mettre celle-là je vais la mettre là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
113,celle-là je vais la mettre celle-là je vais la mettre là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
114,celle-là je vais la mettre là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
114,celle-là je vais la mettre là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
115,tu tu vas chercher papa comme ça tu joues aussi avec papa ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
115,tu tu vas chercher papa comme ça tu joues aussi avec papa ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
116,avec maman aussi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
116,avec maman aussi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
117,si tu veux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
117,si tu veux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
118,et je viens avec toi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
118,et je viens avec toi ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
119,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
119,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
120,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
120,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
121,toutes les voitures ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
121,toutes les voitures ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
122,oui je les mets toutes ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
122,oui je les mets toutes ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
123,d'accord ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
123,d'accord ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
124,ça y est ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
124,ça y est ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
125,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
125,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
126,l'ai mis attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
126,l'ai mis attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
127,celle-là elle est pas là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
127,celle-là elle est pas là ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
128,yyy comme ça ils sont en forme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
128,yyy comme ça ils sont en forme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
129,celle-là aussi comme ça ils sont en forme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
129,celle-là aussi comme ça ils sont en forme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
130,t'arrives va chercher papa et maman ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
130,t'arrives va chercher papa et maman ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
131,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
131,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
132,allez ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
132,allez ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
133,attends . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
133,attends . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
134,je viens avec toi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
134,je viens avec toi . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
135,t'attends . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
135,t'attends . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
136,vais amener des livres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
136,vais amener des livres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
137,hein ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
137,hein ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
138,beaucoup vais amener des livres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
138,beaucoup vais amener des livres . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
139,tu cherches ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
139,tu cherches ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
