ID,utterance,annotation-charlie,annotation-morgane,list-ID
20,donc elle a . dans deux mois ohlàlà donc elle a trois ans dix mois .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
20,donc elle a . dans deux mois ohlàlà donc elle a trois ans dix mois .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
21,[quote] maman regarde xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
21,[quote] maman regarde xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
22,voilà ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
22,voilà ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
23,et Anaé aujourd'hui je t'ai am une petite maison . pour_que tu joues avec ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
23,et Anaé aujourd'hui je t'ai am une petite maison . pour_que tu joues avec ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
24,[quote] xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
24,[quote] xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
25,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
25,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
26,0. . hop . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
26,0. . hop . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
27,non \<None\> tu verras après \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
27,non \<None\> tu verras après \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
28,va mett tes chaussures . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
28,va mett tes chaussures . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
29,[quote] oh !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
29,[quote] oh !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
30,alors comment ça s'ouvre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
30,alors comment ça s'ouvre ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
31,ça s'ouvre regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
31,ça s'ouvre regarde ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
32,ça s'ouvre par-là tu crois . attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
32,ça s'ouvre par-là tu crois . attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
33,ah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
33,ah ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
34,si on commence à casser le matériel ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
34,si on commence à casser le matériel ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
35,[quote] alors c'est des tous p personnages hein !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
35,[quote] alors c'est des tous p personnages hein !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
36,[quote] ça va pas aller . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
36,[quote] ça va pas aller . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
37,maman . xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
37,maman . xxx . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
38,oui . c'est bon .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
38,oui . c'est bon .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
39,voilà . oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
39,voilà . oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
40,[quote] moi je sais xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
40,[quote] moi je sais xxx .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
41,c'est une ferme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
41,c'est une ferme ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
42,\<None\> \<None\> \<None\> ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
42,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
43,[quote] c'est la ferme des playmobils !,"[NULL,NULL,NULL]","[PAR-Response:Answer:with-explanation-high-quality,NULL,NULL]",1
43,[quote] c'est la ferme des playmobils !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
44,attends ! [media],"[NULL,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1
44,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
45,tu la connais déjà . tu l'as déjà vu ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
45,tu la connais déjà . tu l'as déjà vu ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
46,[quote] non .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
46,[quote] non .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
47,[quote] oh mais tout s'est renversé !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
47,[quote] oh mais tout s'est renversé !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
48,bah c'est pas grave tu tu les remets ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
48,bah c'est pas grave tu tu les remets ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
49,[quote] il faut tout arranger !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
49,[quote] il faut tout arranger !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
50,maman . xxx comme ça . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
50,maman . xxx comme ça . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
51,[quote] tu peux construire des choses avec .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
51,[quote] tu peux construire des choses avec .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
52,c'est c'est quoi ça \<None\> ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
52,c'est c'est quoi ça \<None\> ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
53,c'est peut-être le fermier ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
53,c'est peut-être le fermier ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
54,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
54,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
55,ah oui c'est le fermier c'est euh . c'est mon tonton Jean peut-être . avec sa barbe ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
55,ah oui c'est le fermier c'est euh . c'est mon tonton Jean peut-être . avec sa barbe ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
56,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
56,attends ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
57,c'est la barrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
57,c'est la barrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
58,[quote] il habite loin ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
58,[quote] il habite loin ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
59,non il habite pas très loin ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
59,non il habite pas très loin ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
60,et il a une vraie ferme ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
60,et il a une vraie ferme ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
61,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
61,oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
62,avec des vaches ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
62,avec des vaches ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
63,oh oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
63,oh oh ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
64,qu'est-c que c'est ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
64,qu'est-c que c'est ça ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
65,une barrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
65,une barrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
66,hum hum ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
66,hum hum ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
67,pour mett les animaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
67,pour mett les animaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
68,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
68,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
69,on va mettre ça . comme ça ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
69,on va mettre ça . comme ça ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
71,on on on on on on peut construire la barrière pour pour mett les animaux ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
71,on on on on on on peut construire la barrière pour pour mett les animaux ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
72,bah ouais vas_y ! [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
72,bah ouais vas_y ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
73,tu peux m'aider ? [media],"[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,NULL]","[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1
73,tu peux m'aider ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
74,ouais bah prends les animaux toi pendant ce temps . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
74,ouais bah prends les animaux toi pendant ce temps . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
75,pendant que je construis la barrière . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
75,pendant que je construis la barrière . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
76,euh ... [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Otherwise,NULL,NULL]",1
76,euh ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
77,tu veux mett quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
77,tu veux mett quoi ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
78,[quote] ah le cochon !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
78,[quote] ah le cochon !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
79,donne moi ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
79,donne moi ça ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
80,et les chats on peut les mett dehors ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
80,et les chats on peut les mett dehors ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
81,oh bah oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
81,oh bah oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
82,les chats i vont pas ils ont pas b d' une barrière quand_même . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
82,les chats i vont pas ils ont pas b d' une barrière quand_même . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
83,non . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
83,non . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
84,\<None\> \<None\> \<None\> \<None\> \<None\> dans dans dehors ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
84,\<None\> \<None\> \<None\> \<None\> \<None\> dans dans dehors ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
85,ouais . je te donne tous les ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
85,ouais . je te donne tous les ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
86,[quote] tous les trucs ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
86,[quote] tous les trucs ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
87,[quote] tous les animaux ...,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
87,[quote] tous les animaux ...,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
88,ham la casquette ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
88,ham la casquette ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
89,elle est coincée ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
89,elle est coincée ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
90,ouais . allez . alors ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
90,ouais . allez . alors ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
91,[quote] là il y a la barrière ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
91,[quote] là il y a la barrière ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
92,[quote] là on met l'échelle ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
92,[quote] là on met l'échelle ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
93,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
93,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
94,yyy \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
94,yyy \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
95,oui !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
95,oui !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
96,le cochon il lève sa tête sinon si si sinon si il a faim il baisse sa tête ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
96,le cochon il lève sa tête sinon si si sinon si il a faim il baisse sa tête ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
97,d'accord . tu le mets dans le dans l'enclos là-bas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
97,d'accord . tu le mets dans le dans l'enclos là-bas ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
98,où ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
98,où ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
99,dans les barrières ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]","[PAR-Response:Non-answer:declarative,NULL,NULL]",1
99,dans les barrières ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
100,si si il veut passer \<None\> \<None\> on peut ouvrir la barrière ! [media],"[CHI-Follow-up:Otherwise,NULL,NULL]","[CHI-Follow-up:Own-explanation,NULL,NULL]",1
100,si si il veut passer \<None\> \<None\> on peut ouvrir la barrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
101,hum \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
101,hum \<None\> . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
102,\<None\> \<None\> si on veut on peut passer par-dessus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
102,\<None\> \<None\> si on veut on peut passer par-dessus ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
103,bah oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
103,bah oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
104,tu crois que ça sait sauter par-dessus les barrières les cochons ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
104,tu crois que ça sait sauter par-dessus les barrières les cochons ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
105,bah non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
105,bah non ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
106,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
106,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
107,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
107,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
108,mais mais yyy mais mais moi mais mais mais moi je sais je je s je \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
108,mais mais yyy mais mais moi mais mais mais moi je sais je je s je \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
109,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
109,hum . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
110,[quote] et les lapins i vont où ?,"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]","[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
110,[quote] et les lapins i vont où ?,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
111,euh je pense que les lapins i vont dans les clapiers ! [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
111,euh je pense que les lapins i vont dans les clapiers ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
112,ah oui ! [media],"[CHI-Follow-up:Signal-agreement,NULL,NULL]","[CHI-Follow-up:Signal-agreement,NULL,NULL]",1
112,ah oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
113,tu sais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
113,tu sais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
114,i peulent y aller mais je vais pas tout_d les lapins . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
114,i peulent y aller mais je vais pas tout_d les lapins . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
115,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
115,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
116,[quote] alors faut fermer .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
116,[quote] alors faut fermer .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
117,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
117,d'accord . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
118,fermé ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
118,fermé ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
119,le le le cochon là \<None\> \<None\> il passe par-ici il passe par-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
119,le le le cochon là \<None\> \<None\> il passe par-ici il passe par-là . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
120,et il s'est cogné la tête ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
120,et il s'est cogné la tête ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
121,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
121,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
122,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
122,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
123,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
123,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
124,hum hum ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
124,hum hum ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
125,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
125,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
126,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
126,[quote] 0. .,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
127,et ça c'est pour quoi c'est pour les cochons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
127,et ça c'est pour quoi c'est pour les cochons ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
128,ah peut-êt oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
128,ah peut-êt oui ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
129,et le cheval ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
129,et le cheval ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
130,les \<trail off question\> [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
130,les \<trail off question\> [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
131,[quote] les chevals ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
131,[quote] les chevals ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
132,les chevaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
132,les chevaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
133,il y en a qu'un ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
133,il y en a qu'un ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
134,[quote] xxx \<interruption\>,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
134,[quote] xxx \<interruption\>,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
135,non \<None\> . regarde il y en a combien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
135,non \<None\> . regarde il y en a combien ? [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
136,deux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
136,deux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
137,alors on dit les \<trail off question\> [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
137,alors on dit les \<trail off question\> [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
138,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
138,0. . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
139,[quote] 0. les chevaux !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
139,[quote] 0. les chevaux !,"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
140,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
140,ouais ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
141,on dit un cheval . deux chevaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
141,on dit un cheval . deux chevaux ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
142,et ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
142,et ... [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
143,[quote] il y a encore un chat ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
143,[quote] il y a encore un chat ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
144,et il y a encore un cochon là aussi regarde . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
144,et il y a encore un cochon là aussi regarde . [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",2
145,pfff il y en a beaucoup alors lui il va derrière ! [media],"[NULL,NULL,NULL]","[NULL,NULL,NULL]",1
