ID,utterance,annotation,list-ID
46,qu'est-ce que c'est Madeleine ? [media],"[NULL,NULL,NULL]",1
46,qu'est-ce que c'est Madeleine ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
47,un livre . [media],"[NULL,NULL,NULL]",1
47,un livre . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
48,un livre sur quoi ? [media],"[NULL,NULL,NULL]",1
48,un livre sur quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
49,un chat ! [media],"[NULL,NULL,NULL]",1
49,un chat ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
50,des cochons ! [media],"[NULL,NULL,NULL]",1
50,des cochons ! [media],"[NULL,NULL,NULL]",2
51,des cochons . [media],"[NULL,NULL,NULL]",1
51,des cochons . [media],"[NULL,NULL,NULL]",2
52,non c'est pas des cochons . [media],"[NULL,NULL,NULL]",1
52,non c'est pas des cochons . [media],"[PAR-Follow-up:Signal-disagreement,NULL,NULL]",2
53,0. c'est vrai que ... [media],"[NULL,NULL,NULL]",1
53,0. c'est vrai que ... [media],"[NULL,NULL,NULL]",2
54,regarde . [media],"[NULL,NULL,NULL]",1
54,regarde . [media],"[NULL,NULL,NULL]",2
55,c'est une maman girafe avec sa petite girafe . [media],"[NULL,NULL,NULL]",1
55,c'est une maman girafe avec sa petite girafe . [media],"[NULL,NULL,NULL]",2
56,il y a écrit histoire pour mes \<None\> deux ans \<None\> . [media],"[NULL,NULL,NULL]",1
56,il y a écrit histoire pour mes \<None\> deux ans \<None\> . [media],"[NULL,NULL,NULL]",2
57,qui est-ce qui a deux ans ? [media],"[NULL,NULL,NULL]",1
57,qui est-ce qui a deux ans ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
58,moi zə veux encore . [media],"[NULL,NULL,NULL]",1
58,moi zə veux encore . [media],"[NULL,NULL,NULL]",2
59,hein tu veux encore ? [media],"[NULL,NULL,NULL]",1
59,hein tu veux encore ? [media],"[NULL,NULL,NULL]",2
60,oui . [media],"[NULL,NULL,NULL]",1
60,oui . [media],"[NULL,NULL,NULL]",2
61,regarde \<None\> .,"[NULL,NULL,NULL]",1
61,regarde \<None\> .,"[NULL,NULL,NULL]",2
62,il y a un disque dedans aussi \<None\> . [media],"[NULL,NULL,NULL]",1
62,il y a un disque dedans aussi \<None\> . [media],"[NULL,NULL,NULL]",2
63,[quote] tu veux \<None\> tu veux reg oh il y a un disque !,"[NULL,NULL,NULL]",1
63,[quote] tu veux \<None\> tu veux reg oh il y a un disque !,"[NULL,NULL,NULL]",2
64,oh \<None\> ! [media],"[NULL,NULL,NULL]",1
64,oh \<None\> ! [media],"[NULL,NULL,NULL]",2
65,normalement \<None\> .,"[NULL,NULL,NULL]",1
65,normalement \<None\> .,"[NULL,NULL,NULL]",2
66,va falloir l'écouter \<None\> . [media],"[NULL,NULL,NULL]",1
66,va falloir l'écouter \<None\> . [media],"[NULL,NULL,NULL]",2
67,xxx \<None\> .,"[NULL,NULL,NULL]",1
67,xxx \<None\> .,"[NULL,NULL,NULL]",2
68,où est il ? [media],"[NULL,NULL,NULL]",1
68,où est il ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
69,ah là il y a un disque . [media],"[NULL,NULL,NULL]",1
69,ah là il y a un disque . [media],"[PAR-Follow-up:Give-response,NULL,NULL]",2
70,enlever . [media],"[NULL,NULL,NULL]",1
70,enlever . [media],"[NULL,NULL,NULL]",2
71,attends \<None\> c'est attaché \<None\> .,"[NULL,NULL,NULL]",1
71,attends \<None\> c'est attaché \<None\> .,"[NULL,NULL,NULL]",2
72,. hoplà . on enlève le plastique . [media],"[NULL,NULL,NULL]",1
72,. hoplà . on enlève le plastique . [media],"[NULL,NULL,NULL]",2
73,e p ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
73,e p ? [media],"[NULL,NULL,NULL]",2
74,oui . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
74,oui . [media],"[NULL,NULL,NULL]",2
75,le ouvre . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]",1
75,le ouvre . [media],"[NULL,NULL,NULL]",2
76,on l'ouvre . [media],"[NULL,NULL,NULL]",1
76,on l'ouvre . [media],"[NULL,NULL,NULL]",2
77,moi ze veux encore un cadeau . [media],"[NULL,NULL,NULL]",1
77,moi ze veux encore un cadeau . [media],"[NULL,NULL,NULL]",2
78,xxx que ça ! [media],"[NULL,NULL,NULL]",1
78,xxx que ça ! [media],"[NULL,NULL,NULL]",2
79,[quote] encore un cadeau ?,"[NULL,NULL,NULL]",1
79,[quote] encore un cadeau ?,"[NULL,NULL,NULL]",2
80,tu aimes les cadeaux ? [media],"[NULL,NULL,NULL]",1
80,tu aimes les cadeaux ? [media],"[NULL,NULL,NULL]",2
81,oui . [media],"[NULL,NULL,NULL]",1
81,oui . [media],"[NULL,NULL,NULL]",2
82,oh bah oui tu as raison ! [media],"[NULL,NULL,NULL]",1
82,oh bah oui tu as raison ! [media],"[NULL,NULL,NULL]",2
83,moi aussi . [media],"[NULL,NULL,NULL]",1
83,moi aussi . [media],"[NULL,NULL,NULL]",2
84,ça c'est un p un une musique ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
84,ça c'est un p un une musique ? [media],"[NULL,NULL,NULL]",2
85,oui . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
85,oui . [media],"[NULL,NULL,NULL]",2
86,oh ! [media],"[CHI-Follow-up:Otherwise,NULL,NULL]",1
86,oh ! [media],"[NULL,NULL,NULL]",2
87,tu veux que je le mette ? [media],"[NULL,NULL,NULL]",1
87,tu veux que je le mette ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
88,non c'est c'est c'est moi . [media],"[NULL,NULL,NULL]",1
88,non c'est c'est c'est moi . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
89,ah non tu sais pas toute seule . [media],"[NULL,NULL,NULL]",1
89,ah non tu sais pas toute seule . [media],"[PAR-Follow-up:Signal-disagreement,PAR-Follow-up:other,NULL]",2
90,t as pas le droit . [media],"[NULL,NULL,NULL]",1
90,t as pas le droit . [media],"[NULL,NULL,NULL]",2
91,0. .,"[NULL,NULL,NULL]",1
91,0. .,"[NULL,NULL,NULL]",2
92,[quote] c'est toi . [media],"[NULL,NULL,NULL]",1
92,[quote] c'est toi . [media],"[NULL,NULL,NULL]",2
93,[quote] hein oui c'est moi .,"[NULL,NULL,NULL]",1
93,[quote] hein oui c'est moi .,"[NULL,NULL,NULL]",2
94,ça c'est joyeux . [media],"[NULL,NULL,NULL]",1
94,ça c'est joyeux . [media],"[NULL,NULL,NULL]",2
95,et oui il va falloir écrire ton nom dessus tu vois ? [media],"[NULL,NULL,NULL]",1
95,et oui il va falloir écrire ton nom dessus tu vois ? [media],"[NULL,NULL,NULL]",2
96,ça c'est joyeux . [media],"[NULL,NULL,NULL]",1
96,ça c'est joyeux . [media],"[NULL,NULL,NULL]",2
97,oui . [media],"[NULL,NULL,NULL]",1
97,oui . [media],"[NULL,NULL,NULL]",2
98,t as vu il y a deux bougies . comme deux ans . [media],"[NULL,NULL,NULL]",1
98,t as vu il y a deux bougies . comme deux ans . [media],"[NULL,NULL,NULL]",2
99,0. .,"[NULL,NULL,NULL]",1
99,0. .,"[NULL,NULL,NULL]",2
100,. ah oui non c'est pas en lien avec euh avec l'histoire . [media],"[NULL,NULL,NULL]",1
100,. ah oui non c'est pas en lien avec euh avec l'histoire . [media],"[NULL,NULL,NULL]",2
101,ça c'est joyeux anniversaire . [media],"[NULL,NULL,NULL]",1
101,ça c'est joyeux anniversaire . [media],"[NULL,NULL,NULL]",2
102,[quote] ah oui c'est pour ça .,"[NULL,NULL,NULL]",1
102,[quote] ah oui c'est pour ça .,"[NULL,NULL,NULL]",2
103,oui c'est ton gâteau . [media],"[NULL,NULL,NULL]",1
103,oui c'est ton gâteau . [media],"[NULL,NULL,NULL]",2
104,\<None\> \<None\> \<None\> \<None\> ça c'est mon gâteau . [media],"[NULL,NULL,NULL]",1
104,\<None\> \<None\> \<None\> \<None\> ça c'est mon gâteau . [media],"[NULL,NULL,NULL]",2
105,oui . [media],"[NULL,NULL,NULL]",1
105,oui . [media],"[NULL,NULL,NULL]",2
106,écoute écoute écoute écoute écoute écoute . [media],"[NULL,NULL,NULL]",1
106,écoute écoute écoute écoute écoute écoute . [media],"[NULL,NULL,NULL]",2
107,. moi z enlève mon manteau tout seul . [media],"[NULL,NULL,NULL]",1
107,. moi z enlève mon manteau tout seul . [media],"[NULL,NULL,NULL]",2
108,moi aussi alors . [media],"[NULL,NULL,NULL]",1
108,moi aussi alors . [media],"[NULL,NULL,NULL]",2
109,0. .,"[NULL,NULL,NULL]",1
109,0. .,"[NULL,NULL,NULL]",2
110,moi va aller enlever ton écharpe moi . [media],"[NULL,NULL,NULL]",1
110,moi va aller enlever ton écharpe moi . [media],"[NULL,NULL,NULL]",2
111,merci . [media],"[NULL,NULL,NULL]",1
111,merci . [media],"[NULL,NULL,NULL]",2
112,\<None\> \<None\> on peut mettre dans le bureau de papa ? [media],"[NULL,NULL,NULL]",1
112,\<None\> \<None\> on peut mettre dans le bureau de papa ? [media],"[NULL,NULL,NULL]",2
113,si tu veux . [media],"[NULL,NULL,NULL]",1
113,si tu veux . [media],"[NULL,NULL,NULL]",2
114,oui . [media],"[NULL,NULL,NULL]",1
114,oui . [media],"[NULL,NULL,NULL]",2
115,0. . [media],"[NULL,NULL,NULL]",1
115,0. . [media],"[NULL,NULL,NULL]",2
116,et ton manteau ? [media],"[NULL,NULL,NULL]",1
116,et ton manteau ? [media],"[NULL,NULL,NULL]",2
117,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
117,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
118,le manteau aussi tu veux \<None\> ?,"[NULL,NULL,NULL]",1
118,le manteau aussi tu veux \<None\> ?,"[NULL,NULL,NULL]",2
119,attends . [media],"[NULL,NULL,NULL]",1
119,attends . [media],"[NULL,NULL,NULL]",2
120,tu veux tirer là ? [media],"[NULL,NULL,NULL]",1
120,tu veux tirer là ? [media],"[NULL,NULL,NULL]",2
121,tu tires la manche ? [media],"[NULL,NULL,NULL]",1
121,tu tires la manche ? [media],"[NULL,NULL,NULL]",2
122,0. .,"[NULL,NULL,NULL]",1
122,0. .,"[NULL,NULL,NULL]",2
123,ouf oh c'est dur ouf ouf ! [media],"[NULL,NULL,NULL]",1
123,ouf oh c'est dur ouf ouf ! [media],"[NULL,NULL,NULL]",2
124,oh il est trop serré ce manteau . [media],"[NULL,NULL,NULL]",1
124,oh il est trop serré ce manteau . [media],"[NULL,NULL,NULL]",2
125,oh ça_y_est \<None\> ça_y_est tire tire tire . ouais . [media],"[NULL,NULL,NULL]",1
125,oh ça_y_est \<None\> ça_y_est tire tire tire . ouais . [media],"[NULL,NULL,NULL]",2
126,[quote] gagné !,"[NULL,NULL,NULL]",1
126,[quote] gagné !,"[NULL,NULL,NULL]",2
127,attends yyy en_bas . [media],"[NULL,NULL,NULL]",1
127,attends yyy en_bas . [media],"[NULL,NULL,NULL]",2
128,voilà . [media],"[NULL,NULL,NULL]",1
128,voilà . [media],"[NULL,NULL,NULL]",2
129,merci ! [media],"[NULL,NULL,NULL]",1
129,merci ! [media],"[NULL,NULL,NULL]",2
130,il est gros hein \<None\> ! [media],"[NULL,NULL,NULL]",1
130,il est gros hein \<None\> ! [media],"[NULL,NULL,NULL]",2
131,[quote] 0. .,"[NULL,NULL,NULL]",1
131,[quote] 0. .,"[NULL,NULL,NULL]",2
132,il est gros . [media],"[NULL,NULL,NULL]",1
132,il est gros . [media],"[NULL,NULL,NULL]",2
133,xxx \<None\> . [media],"[NULL,NULL,NULL]",1
133,xxx \<None\> . [media],"[NULL,NULL,NULL]",2
134,oh attention de pas te \<None\> ... [media],"[NULL,NULL,NULL]",1
134,oh attention de pas te \<None\> ... [media],"[NULL,NULL,NULL]",2
135,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
135,\<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
136,t es tombée encore hein ma pauvre \<None\> .,"[NULL,NULL,NULL]",1
136,t es tombée encore hein ma pauvre \<None\> .,"[NULL,NULL,NULL]",2
137,je vais t'aider . [media],"[NULL,NULL,NULL]",1
137,je vais t'aider . [media],"[NULL,NULL,NULL]",2
138,je vais t'aider Madeleine . [media],"[NULL,NULL,NULL]",1
138,je vais t'aider Madeleine . [media],"[NULL,NULL,NULL]",2
139,. moi ze veux pousser . [media],"[NULL,NULL,NULL]",1
139,. moi ze veux pousser . [media],"[NULL,NULL,NULL]",2
140,voilà . [media],"[NULL,NULL,NULL]",1
140,voilà . [media],"[NULL,NULL,NULL]",2
141,merci Madeleine . [media],"[NULL,NULL,NULL]",1
141,merci Madeleine . [media],"[NULL,NULL,NULL]",2
142,. \<None\> \<None\> il tombe . [media],"[NULL,NULL,NULL]",1
142,. \<None\> \<None\> il tombe . [media],"[NULL,NULL,NULL]",2
143,. \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
143,. \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
144,il tombe \<None\> ? [media],"[NULL,NULL,NULL]",1
144,il tombe \<None\> ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
145,bah on va le ramasser . [media],"[NULL,NULL,NULL]",1
145,bah on va le ramasser . [media],"[NULL,NULL,NULL]",2
146,on va les mettre bien . comme ça . [media],"[NULL,NULL,NULL]",1
146,on va les mettre bien . comme ça . [media],"[NULL,NULL,NULL]",2
147,oh là c'est l'histoire des girafes . [media],"[NULL,NULL,NULL]",1
147,oh là c'est l'histoire des girafes . [media],"[NULL,NULL,NULL]",2
148,tu entends ? [media],"[NULL,NULL,NULL]",1
148,tu entends ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
149,. ça ça va avec le livre . [media],"[NULL,NULL,NULL]",1
149,. ça ça va avec le livre . [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
150,0. .,"[NULL,NULL,NULL]",1
150,0. .,"[NULL,NULL,NULL]",2
151,Martine l a acheté des couches . [media],"[NULL,NULL,NULL]",1
151,Martine l a acheté des couches . [media],"[NULL,NULL,NULL]",2
152,acheté des couches ? [media],"[NULL,NULL,NULL]",1
152,acheté des couches ? [media],"[NULL,NULL,NULL]",2
153,là ! [media],"[NULL,NULL,NULL]",1
153,là ! [media],"[NULL,NULL,NULL]",2
154,tiens je te r ton manteau Madeleine ? [media],"[NULL,NULL,NULL]",1
154,tiens je te r ton manteau Madeleine ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
155,non . [media],"[NULL,NULL,NULL]",1
155,non . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
156,attends regarde il y a plus rien ! [media],"[NULL,NULL,NULL]",1
156,attends regarde il y a plus rien ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
157,j'ai tout rentré . [media],"[NULL,NULL,NULL]",1
157,j'ai tout rentré . [media],"[NULL,NULL,NULL]",2
158,et puis il fait froid . [media],"[NULL,NULL,NULL]",1
158,et puis il fait froid . [media],"[NULL,NULL,NULL]",2
159,on va fermer la porte . [media],"[NULL,NULL,NULL]",1
159,on va fermer la porte . [media],"[NULL,NULL,NULL]",2
160,yyy . [media],"[NULL,NULL,NULL]",1
160,yyy . [media],"[NULL,NULL,NULL]",2
161,où li lait ? [media],"[CHI-Initiation:Information-seeking:fact-based,PAR-Response:No-response,NULL]",1
161,où li lait ? [media],"[NULL,NULL,NULL]",2
162,où le lait ? [media],"[CHI-Follow-up:Re-ask-initial-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1
162,où le lait ? [media],"[NULL,NULL,NULL]",2
163,je l'ai mis dans la cuisine . [media],"[PAR-Response:Answer:no-explanation-needed,CHI-Follow-up:No-followup,NULL]",1
163,je l'ai mis dans la cuisine . [media],"[NULL,NULL,NULL]",2
164,regarde il y a Cerise et Lila . [media],"[NULL,NULL,NULL]",1
164,regarde il y a Cerise et Lila . [media],"[NULL,NULL,NULL]",2
165,. non . [media],"[NULL,NULL,NULL]",1
165,. non . [media],"[NULL,NULL,NULL]",2
166,page quatorze . [media],"[NULL,NULL,NULL]",1
166,page quatorze . [media],"[NULL,NULL,NULL]",2
167,oh regarde ! [media],"[NULL,NULL,NULL]",1
167,oh regarde ! [media],"[NULL,NULL,NULL]",2
168,regarde qui se cache . [media],"[NULL,NULL,NULL]",1
168,regarde qui se cache . [media],"[NULL,NULL,NULL]",2
169,. regarde elle est là maman souris . [media],"[NULL,NULL,NULL]",1
169,. regarde elle est là maman souris . [media],"[NULL,NULL,NULL]",2
170,xxx . [media],"[NULL,NULL,NULL]",1
170,xxx . [media],"[NULL,NULL,NULL]",2
171,. oh xxx ! [media],"[NULL,NULL,NULL]",1
171,. oh xxx ! [media],"[NULL,NULL,NULL]",2
172,xxx sur la balançoire . [media],"[NULL,NULL,NULL]",1
172,xxx sur la balançoire . [media],"[NULL,NULL,NULL]",2
173,. c'est fini . [media],"[NULL,NULL,NULL]",1
173,. c'est fini . [media],"[NULL,NULL,NULL]",2
174,oui . [media],"[NULL,NULL,NULL]",1
174,oui . [media],"[NULL,NULL,NULL]",2
175,faudra le relire . [media],"[NULL,NULL,NULL]",1
175,faudra le relire . [media],"[NULL,NULL,NULL]",2
176,non . [media],"[NULL,NULL,NULL]",1
176,non . [media],"[NULL,NULL,NULL]",2
177,non . [media],"[NULL,NULL,NULL]",1
177,non . [media],"[NULL,NULL,NULL]",2
178,pas tout_de_suite ? [media],"[NULL,NULL,NULL]",1
178,pas tout_de_suite ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
179,plus tard ! [media],"[NULL,NULL,NULL]",1
179,plus tard ! [media],"[NULL,NULL,NULL]",2
180,moi zə veux \<self interruption\> [media],"[NULL,NULL,NULL]",1
180,moi zə veux \<self interruption\> [media],"[NULL,NULL,NULL]",2
181,l'est où ta capuche ? [media],"[NULL,NULL,NULL]",1
181,l'est où ta capuche ? [media],"[NULL,NULL,NULL]",2
182,tu veux voir ma capuche ? [media],"[NULL,NULL,NULL]",1
182,tu veux voir ma capuche ? [media],"[NULL,NULL,NULL]",2
183,j'en ai une là . [media],"[NULL,NULL,NULL]",1
183,j'en ai une là . [media],"[NULL,NULL,NULL]",2
184,je suis Madame Capuche . [media],"[NULL,NULL,NULL]",1
184,je suis Madame Capuche . [media],"[NULL,NULL,NULL]",2
185,moi l ai une capuche moi . [media],"[NULL,NULL,NULL]",1
185,moi l ai une capuche moi . [media],"[NULL,NULL,NULL]",2
186,toi aussi tu veux une capuche ? [media],"[NULL,NULL,NULL]",1
186,toi aussi tu veux une capuche ? [media],"[NULL,NULL,NULL]",2
187,maman aussi \<None\> \<None\> l'a une capuche . [media],"[NULL,NULL,NULL]",1
187,maman aussi \<None\> \<None\> l'a une capuche . [media],"[NULL,NULL,NULL]",2
189,alors t as été malade ? [media],"[NULL,NULL,NULL]",1
189,alors t as été malade ? [media],"[NULL,NULL,NULL]",2
190,oui . [media],"[NULL,NULL,NULL]",1
190,oui . [media],"[NULL,NULL,NULL]",2
191,tu racontes tout ce qu'il t'est arrivé tous tes malheurs \<None\> .,"[NULL,NULL,NULL]",1
191,tu racontes tout ce qu'il t'est arrivé tous tes malheurs \<None\> .,"[NULL,NULL,NULL]",2
192,raconte-moi tout ça \<None\> .,"[NULL,NULL,NULL]",1
192,raconte-moi tout ça \<None\> .,"[NULL,NULL,NULL]",2
193,qu'est-ce qu'il s'est p qu'est-ce qu'il s'est passé pour ton oeil ? [media],"[NULL,NULL,NULL]",1
193,qu'est-ce qu'il s'est p qu'est-ce qu'il s'est passé pour ton oeil ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
194,tu es tombée ? [media],"[NULL,NULL,NULL]",1
194,tu es tombée ? [media],"[NULL,NULL,NULL]",2
195,là . [media],"[NULL,NULL,NULL]",1
195,là . [media],"[NULL,NULL,NULL]",2
196,oui . [media],"[NULL,NULL,NULL]",1
196,oui . [media],"[NULL,NULL,NULL]",2
197,tu es tombée où tu es tombée où Madeleine ? [media],"[NULL,NULL,NULL]",1
197,tu es tombée où tu es tombée où Madeleine ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
198,[quote] oh ça va ça va mieux hein quand_même .,"[NULL,NULL,NULL]",1
198,[quote] oh ça va ça va mieux hein quand_même .,"[NULL,NULL,NULL]",2
199,dans l'e . [media],"[NULL,NULL,NULL]",1
199,dans l'e . [media],"[NULL,NULL,NULL]",2
200,dans l'escalier oui \<None\> . [media],"[NULL,NULL,NULL]",1
200,dans l'escalier oui \<None\> . [media],"[NULL,NULL,NULL]",2
201,ohlàlà là là \<None\> !,"[NULL,NULL,NULL]",1
201,ohlàlà là là \<None\> !,"[NULL,NULL,NULL]",2
202,et puis après t as eu un problème . dans la bouche . [media],"[NULL,NULL,NULL]",1
202,et puis après t as eu un problème . dans la bouche . [media],"[NULL,NULL,NULL]",2
203,hein qu'est-ce qu'il y avait dans la bouche ? [media],"[NULL,NULL,NULL]",1
203,hein qu'est-ce qu'il y avait dans la bouche ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
204,a bobo . [media],"[NULL,NULL,NULL]",1
204,a bobo . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
205,ho oui . [media],"[NULL,NULL,NULL]",1
205,ho oui . [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
206,c'était embêtant hein . [media],"[NULL,NULL,NULL]",1
206,c'était embêtant hein . [media],"[NULL,NULL,NULL]",2
207,c'est embêtant . [media],"[NULL,NULL,NULL]",1
207,c'est embêtant . [media],"[NULL,NULL,NULL]",2
208,ça te faisait mal ! [media],"[NULL,NULL,NULL]",1
208,ça te faisait mal ! [media],"[NULL,NULL,NULL]",2
