ID,utterance,annotation,list-ID
86,je vais quoi ? [media],"[NULL,NULL,NULL]",1
86,je vais quoi ? [media],"[NULL,NULL,NULL]",2
87,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
87,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
88,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
88,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
89,c'est qu'est-ce ça veut dire ? [media],"[NULL,NULL,NULL]",1
89,c'est qu'est-ce ça veut dire ? [media],"[NULL,NULL,NULL]",2
90,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
90,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
91,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
91,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
92,yyy éteins x lumière ! [media],"[NULL,NULL,NULL]",1
92,yyy éteins x lumière ! [media],"[NULL,NULL,NULL]",2
93,éteins x lumière ! [media],"[NULL,NULL,NULL]",1
93,éteins x lumière ! [media],"[NULL,NULL,NULL]",2
94,"attends papa il regarde , il est en train de . dis et ton mouchoir là ? [media]","[NULL,NULL,NULL]",1
94,"attends papa il regarde , il est en train de . dis et ton mouchoir là ? [media]","[NULL,NULL,NULL]",2
95,allez éteins x lumière ! [media],"[NULL,NULL,NULL]",1
95,allez éteins x lumière ! [media],"[NULL,NULL,NULL]",2
96,s'il te plaît on dit ! [media],"[NULL,NULL,NULL]",1
96,s'il te plaît on dit ! [media],"[NULL,NULL,NULL]",2
97,éteins s'il te plaît papa ! [media],"[NULL,NULL,NULL]",1
97,éteins s'il te plaît papa ! [media],"[NULL,NULL,NULL]",2
98,tu vas jeter ton mouchoir ? [media],"[NULL,NULL,NULL]",1
98,tu vas jeter ton mouchoir ? [media],"[NULL,NULL,NULL]",2
99,euh oui ! [media],"[NULL,NULL,NULL]",1
99,euh oui ! [media],"[NULL,NULL,NULL]",2
100,a la poubelle ! [media],"[NULL,NULL,NULL]",1
100,a la poubelle ! [media],"[NULL,NULL,NULL]",2
101,elle est où la poubelle ? [media],"[NULL,NULL,NULL]",1
101,elle est où la poubelle ? [media],"[NULL,NULL,NULL]",2
102,elle est là ! [media],"[NULL,NULL,NULL]",1
102,elle est là ! [media],"[NULL,NULL,NULL]",2
103,www \<None\> . [media],"[NULL,NULL,NULL]",1
103,www \<None\> . [media],"[NULL,NULL,NULL]",2
104,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
104,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
105,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
105,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
106,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
106,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
107,"attends , papa . attends ! [media]","[NULL,NULL,NULL]",1
107,"attends , papa . attends ! [media]","[NULL,NULL,NULL]",2
108,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
108,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
109,oui oui oui deux secondes ! [media],"[NULL,NULL,NULL]",1
109,oui oui oui deux secondes ! [media],"[NULL,NULL,NULL]",2
110,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
110,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
111,ça veut dire quoi ? [media],"[NULL,NULL,NULL]",1
111,ça veut dire quoi ? [media],"[NULL,NULL,NULL]",2
112,"je sais pas , je comprends pas ce qu'il dit . [media]","[NULL,NULL,NULL]",1
112,"je sais pas , je comprends pas ce qu'il dit . [media]","[NULL,NULL,NULL]",2
113,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
113,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
114,"ça veut dire quoi , allez à cannes ? [media]","[NULL,NULL,NULL]",1
114,"ça veut dire quoi , allez à cannes ? [media]","[NULL,NULL,NULL]",2
115,tiens vas_y montre-moi xxx . [media],"[NULL,NULL,NULL]",1
115,tiens vas_y montre-moi xxx . [media],"[NULL,NULL,NULL]",2
116,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
116,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
117,"vas_y , donne-moi la main , la main , prends-moi pas par la jambe ! [media]","[NULL,NULL,NULL]",1
117,"vas_y , donne-moi la main , la main , prends-moi pas par la jambe ! [media]","[NULL,NULL,NULL]",2
118,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
118,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
119,"oui , mais donne-moi la main ça suffira ! [media]","[NULL,NULL,NULL]",1
119,"oui , mais donne-moi la main ça suffira ! [media]","[NULL,NULL,NULL]",2
120,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
120,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
121,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
121,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
122,allez yyy yyy . [media],"[NULL,NULL,NULL]",1
122,allez yyy yyy . [media],"[NULL,NULL,NULL]",2
123,on va où ? [media],"[NULL,NULL,NULL]",1
123,on va où ? [media],"[NULL,NULL,NULL]",2
124,yyy là ! [media],"[NULL,NULL,NULL]",1
124,yyy là ! [media],"[NULL,NULL,NULL]",2
125,"montre-moi où tu , où on va ! [media]","[NULL,NULL,NULL]",1
125,"montre-moi où tu , où on va ! [media]","[NULL,NULL,NULL]",2
126,là ! [media],"[NULL,NULL,NULL]",1
126,là ! [media],"[NULL,NULL,NULL]",2
127,là papa ! [media],"[NULL,NULL,NULL]",1
127,là papa ! [media],"[NULL,NULL,NULL]",2
128,yyy . [media],"[NULL,NULL,NULL]",1
128,yyy . [media],"[NULL,NULL,NULL]",2
129,"ben on va aller dans ta chambre plutôt , tu veux pas jouer dans ta chambre ? [media]","[NULL,NULL,NULL]",1
129,"ben on va aller dans ta chambre plutôt , tu veux pas jouer dans ta chambre ? [media]","[NULL,NULL,NULL]",2
130,oui ! [media],"[NULL,NULL,NULL]",1
130,oui ! [media],"[NULL,NULL,NULL]",2
131,viens ! [media],"[NULL,NULL,NULL]",1
131,viens ! [media],"[NULL,NULL,NULL]",2
132,tu veux montrer tes jouets ? [media],"[NULL,NULL,NULL]",1
132,tu veux montrer tes jouets ? [media],"[NULL,NULL,NULL]",2
133,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
133,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
134,Adrien Adrien ! [media],"[NULL,NULL,NULL]",1
134,Adrien Adrien ! [media],"[NULL,NULL,NULL]",2
135,papa ! [media],"[NULL,NULL,NULL]",1
135,papa ! [media],"[NULL,NULL,NULL]",2
136,"quoi , ben ouvre , tu sais ouvrir ! [media]","[NULL,NULL,NULL]",1
136,"quoi , ben ouvre , tu sais ouvrir ! [media]","[NULL,NULL,NULL]",2
137,fais un petit peu ! [media],"[NULL,NULL,NULL]",1
137,fais un petit peu ! [media],"[NULL,NULL,NULL]",2
138,c'est la chambre de qui ? [media],"[NULL,NULL,NULL]",1
138,c'est la chambre de qui ? [media],"[NULL,NULL,NULL]",2
139,Adrien ! [media],"[NULL,NULL,NULL]",1
139,Adrien ! [media],"[NULL,NULL,NULL]",2
140,bon tu montres tes jouets à Naomi ? [media],"[NULL,NULL,NULL]",1
140,bon tu montres tes jouets à Naomi ? [media],"[NULL,NULL,NULL]",2
141,ah non pas ça ! [media],"[NULL,NULL,NULL]",1
141,ah non pas ça ! [media],"[NULL,NULL,NULL]",2
142,attends ! [media],"[NULL,NULL,NULL]",1
142,attends ! [media],"[NULL,NULL,NULL]",2
143,oh c'est quoi ça ? [media],"[NULL,NULL,NULL]",1
143,oh c'est quoi ça ? [media],"[NULL,NULL,NULL]",2
144,tu te rappelles comment papa il t'a dit de jouer ça ? [media],"[NULL,NULL,NULL]",1
144,tu te rappelles comment papa il t'a dit de jouer ça ? [media],"[NULL,NULL,NULL]",2
145,comment ça se joue ? [media],"[NULL,NULL,NULL]",1
145,comment ça se joue ? [media],"[NULL,NULL,NULL]",2
146,yyy . [media],"[NULL,NULL,NULL]",1
146,yyy . [media],"[NULL,NULL,NULL]",2
147,"ah , on joue là , on joue à ça ? [media]","[NULL,NULL,NULL]",1
147,"ah , on joue là , on joue à ça ? [media]","[NULL,NULL,NULL]",2
148,a ça ! [media],"[NULL,NULL,NULL]",1
148,a ça ! [media],"[NULL,NULL,NULL]",2
149,tu veux jouer à ça ? [media],"[NULL,NULL,NULL]",1
149,tu veux jouer à ça ? [media],"[NULL,NULL,NULL]",2
150,"alors , ops , attention mon bonhomme ! [media]","[NULL,NULL,NULL]",1
150,"alors , ops , attention mon bonhomme ! [media]","[NULL,NULL,NULL]",2
151,"vas_y tu joues à , on s'assoit ? [media]","[NULL,NULL,NULL]",1
151,"vas_y tu joues à , on s'assoit ? [media]","[NULL,NULL,NULL]",2
152,"ah , ah ! [media]","[NULL,NULL,NULL]",1
152,"ah , ah ! [media]","[NULL,NULL,NULL]",2
153,"on joue à ça mon bonhomme , à ça on jouera après ! [media]","[NULL,NULL,NULL]",1
153,"on joue à ça mon bonhomme , à ça on jouera après ! [media]","[NULL,NULL,NULL]",2
154,"alors ça il faut savoir compter , tu te souviens mon bonhomme comment on fait pour compter ? [media]","[NULL,NULL,NULL]",1
154,"alors ça il faut savoir compter , tu te souviens mon bonhomme comment on fait pour compter ? [media]","[NULL,NULL,NULL]",2
155,non ! [media],"[NULL,NULL,NULL]",1
155,non ! [media],"[NULL,NULL,NULL]",2
156,une ! [media],"[NULL,NULL,NULL]",1
156,une ! [media],"[NULL,NULL,NULL]",2
157,"non c'est zéro ça , zéro . [media]","[NULL,NULL,NULL]",1
157,"non c'est zéro ça , zéro . [media]","[NULL,NULL,NULL]",2
158,c'est zéro ! [media],"[NULL,NULL,NULL]",1
158,c'est zéro ! [media],"[NULL,NULL,NULL]",2
159,ça c'est combien ? [media],"[NULL,NULL,NULL]",1
159,ça c'est combien ? [media],"[NULL,NULL,NULL]",2
160,une ! [media],"[NULL,NULL,NULL]",1
160,une ! [media],"[NULL,NULL,NULL]",2
161,"une , ça ? [media]","[NULL,NULL,NULL]",1
161,"une , ça ? [media]","[NULL,NULL,NULL]",2
162,une . [media],"[NULL,NULL,NULL]",1
162,une . [media],"[NULL,NULL,NULL]",2
163,"regarde , il y en a combien là ? [media]","[NULL,NULL,NULL]",1
163,"regarde , il y en a combien là ? [media]","[NULL,NULL,NULL]",2
164,là il y a combien d'ananas Adrien ? [media],"[NULL,NULL,NULL]",1
164,là il y a combien d'ananas Adrien ? [media],"[NULL,NULL,NULL]",2
165,six ! [media],"[NULL,NULL,NULL]",1
165,six ! [media],"[NULL,NULL,NULL]",2
166,six ? [media],"[NULL,NULL,NULL]",1
166,six ? [media],"[NULL,NULL,NULL]",2
167,oui ! [media],"[NULL,NULL,NULL]",1
167,oui ! [media],"[NULL,NULL,NULL]",2
168,"non il y en a combien , après une il y a combien , une . [media]","[NULL,NULL,NULL]",1
168,"non il y en a combien , après une il y a combien , une . [media]","[NULL,NULL,NULL]",2
169,quand tu sautes tu dis quoi Adrien ? [media],"[NULL,NULL,NULL]",1
169,quand tu sautes tu dis quoi Adrien ? [media],"[NULL,NULL,NULL]",2
170,une . [media],"[NULL,NULL,NULL]",1
170,une . [media],"[NULL,NULL,NULL]",2
171,après c'est combien Adrien ? [media],"[NULL,NULL,NULL]",1
171,après c'est combien Adrien ? [media],"[NULL,NULL,NULL]",2
172,assis-toi correctement mon bonhomme ! [media],"[NULL,NULL,NULL]",1
172,assis-toi correctement mon bonhomme ! [media],"[NULL,NULL,NULL]",2
173,tu viens à côté de papa ? [media],"[NULL,NULL,NULL]",1
173,tu viens à côté de papa ? [media],"[NULL,NULL,NULL]",2
174,combien c'est ça Adrien ? [media],"[NULL,NULL,NULL]",1
174,combien c'est ça Adrien ? [media],"[NULL,NULL,NULL]",2
175,six ! [media],"[NULL,NULL,NULL]",1
175,six ! [media],"[NULL,NULL,NULL]",2
176,non papa écoute ! [media],"[NULL,NULL,NULL]",1
176,non papa écoute ! [media],"[NULL,NULL,NULL]",2
177,"écoute , oui , dis-moi ! [media]","[NULL,NULL,NULL]",1
177,"écoute , oui , dis-moi ! [media]","[NULL,NULL,NULL]",2
178,écoute ! [media],"[NULL,NULL,NULL]",1
178,écoute ! [media],"[NULL,NULL,NULL]",2
179,mets là papa ! [media],"[NULL,NULL,NULL]",1
179,mets là papa ! [media],"[NULL,NULL,NULL]",2
180,"d'accord , il se met là papa ! [media]","[NULL,NULL,NULL]",1
180,"d'accord , il se met là papa ! [media]","[NULL,NULL,NULL]",2
181,"alors tu dis combien , est-ce que tu veux dire combien ? [media]","[NULL,NULL,NULL]",1
181,"alors tu dis combien , est-ce que tu veux dire combien ? [media]","[NULL,NULL,NULL]",2
182,"combien il y en a là , alors ça c'est une ! [media]","[NULL,NULL,NULL]",1
182,"combien il y en a là , alors ça c'est une ! [media]","[NULL,NULL,NULL]",2
183,ça c'est combien ? [media],"[NULL,NULL,NULL]",1
183,ça c'est combien ? [media],"[NULL,NULL,NULL]",2
184,une ! [media],"[NULL,NULL,NULL]",1
184,une ! [media],"[NULL,NULL,NULL]",2
185,ça c'est combien il y en a combien là ? [media],"[NULL,NULL,NULL]",1
185,ça c'est combien il y en a combien là ? [media],"[NULL,NULL,NULL]",2
186,six ! [media],"[NULL,NULL,NULL]",1
186,six ! [media],"[NULL,NULL,NULL]",2
187,non six c'est pas ça . ça . une . [media],"[NULL,NULL,NULL]",1
187,non six c'est pas ça . ça . une . [media],"[NULL,NULL,NULL]",2
188,après une c'est . [media],"[NULL,NULL,NULL]",1
188,après une c'est . [media],"[NULL,NULL,NULL]",2
189,quatre ! [media],"[NULL,NULL,NULL]",1
189,quatre ! [media],"[NULL,NULL,NULL]",2
190,non ! [media],"[NULL,NULL,NULL]",1
190,non ! [media],"[NULL,NULL,NULL]",2
191,"quatre , c'est ça ! [media]","[NULL,NULL,NULL]",1
191,"quatre , c'est ça ! [media]","[NULL,NULL,NULL]",2
192,une . [media],"[NULL,NULL,NULL]",1
192,une . [media],"[NULL,NULL,NULL]",2
193,"là il y en a combien Adrien , j'ai combien de doigts là ? [media]","[NULL,NULL,NULL]",1
193,"là il y en a combien Adrien , j'ai combien de doigts là ? [media]","[NULL,NULL,NULL]",2
194,une ! [media],"[NULL,NULL,NULL]",1
194,une ! [media],"[NULL,NULL,NULL]",2
195,une et . [media],"[NULL,NULL,NULL]",1
195,une et . [media],"[NULL,NULL,NULL]",2
196,une ! [media],"[NULL,NULL,NULL]",1
196,une ! [media],"[NULL,NULL,NULL]",2
197,deux ! [media],"[NULL,NULL,NULL]",1
197,deux ! [media],"[NULL,NULL,NULL]",2
198,une ! [media],"[NULL,NULL,NULL]",1
198,une ! [media],"[NULL,NULL,NULL]",2
199,une une ! [media],"[NULL,NULL,NULL]",1
199,une une ! [media],"[NULL,NULL,NULL]",2
200,deux xxx . [media],"[NULL,NULL,NULL]",1
200,deux xxx . [media],"[NULL,NULL,NULL]",2
201,ferme ! [media],"[NULL,NULL,NULL]",1
201,ferme ! [media],"[NULL,NULL,NULL]",2
202,ferme la main ! [media],"[NULL,NULL,NULL]",1
202,ferme la main ! [media],"[NULL,NULL,NULL]",2
203,ferme la main ? [media],"[NULL,NULL,NULL]",1
203,ferme la main ? [media],"[NULL,NULL,NULL]",2
204,ouais ? [media],"[NULL,NULL,NULL]",1
204,ouais ? [media],"[NULL,NULL,NULL]",2
205,"et après , regarde ! [media]","[NULL,NULL,NULL]",1
205,"et après , regarde ! [media]","[NULL,NULL,NULL]",2
206,une . [media],"[NULL,NULL,NULL]",1
206,une . [media],"[NULL,NULL,NULL]",2
207,non non non non ! [media],"[NULL,NULL,NULL]",1
207,non non non non ! [media],"[NULL,NULL,NULL]",2
208,"dans le lit , il est dans le lit le . [media]","[NULL,NULL,NULL]",1
208,"dans le lit , il est dans le lit le . [media]","[NULL,NULL,NULL]",2
209,il est dans le lit le pouce ? [media],"[NULL,NULL,NULL]",1
209,il est dans le lit le pouce ? [media],"[NULL,NULL,NULL]",2
210,"ah oui alors vas_y on fait , qu'est-ce qu'on fait ? [media]","[NULL,NULL,NULL]",1
210,"ah oui alors vas_y on fait , qu'est-ce qu'on fait ? [media]","[NULL,NULL,NULL]",2
211,on couche dans le lit . [media],"[NULL,NULL,NULL]",1
211,on couche dans le lit . [media],"[NULL,NULL,NULL]",2
212,x couche dans lit ! [media],"[NULL,NULL,NULL]",1
212,x couche dans lit ! [media],"[NULL,NULL,NULL]",2
213,ouais . [media],"[NULL,NULL,NULL]",1
213,ouais . [media],"[NULL,NULL,NULL]",2
214,qu'est-ce qu'on fait là ? [media],"[NULL,NULL,NULL]",1
214,qu'est-ce qu'on fait là ? [media],"[NULL,NULL,NULL]",2
215,ferme x main ! [media],"[NULL,NULL,NULL]",1
215,ferme x main ! [media],"[NULL,NULL,NULL]",2
216,ferme le . les volets ? [media],"[NULL,NULL,NULL]",1
