ID,Speaker,utterance,annotation,list-ID
87,MOT,ah bon ? [media],"[NULL,NULL,NULL]",1
87,MOT,ah bon ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
88,CHI,et un zzz . [media],"[NULL,NULL,NULL]",1
88,CHI,et un zzz . [media],"[NULL,NULL,NULL]",2
89,CHI,0. . [media],"[NULL,NULL,NULL]",1
89,CHI,0. . [media],"[NULL,NULL,NULL]",2
90,MOT,[quote] ah oui !,"[NULL,NULL,NULL]",1
90,MOT,[quote] ah oui !,"[NULL,NULL,NULL]",2
91,CHI,yyy une tête très très grande ... [media],"[NULL,NULL,NULL]",1
91,CHI,yyy une tête très très grande ... [media],"[NULL,NULL,NULL]",2
92,CHI,yyy un petit dinosaure regarde maman . [media],"[NULL,NULL,NULL]",1
92,CHI,yyy un petit dinosaure regarde maman . [media],"[NULL,NULL,NULL]",2
93,MOT,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
93,MOT,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
94,BR1,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
94,BR1,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
95,MOT,ah oui ! [media],"[NULL,NULL,NULL]",1
95,MOT,ah oui ! [media],"[NULL,NULL,NULL]",2
96,CHI,\<None\> \<None\> le petit dinosaure il a une toute petite bouche hein ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]",1
96,CHI,\<None\> \<None\> le petit dinosaure il a une toute petite bouche hein ? [media],"[NULL,NULL,NULL]",2
97,MOT,hum !,"[NULL,NULL,NULL]",1
97,MOT,hum !,"[NULL,NULL,NULL]",2
98,MOT,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[NULL,NULL,NULL]",1
98,MOT,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
99,CHI,\<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]",1
99,CHI,\<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
100,MOT,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]",1
100,MOT,qu'est-ce que c'est ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
101,CHI,c'est à moi ! [media],"[NULL,NULL,NULL]",1
101,CHI,c'est à moi ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
102,MOT,oui c'est à toi mais qu'est-ce que c'est comme playmobil ? [media],"[NULL,NULL,NULL]",1
102,MOT,oui c'est à toi mais qu'est-ce que c'est comme playmobil ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2
103,CHI,c'est c'est le docteur des animaux . [media],"[NULL,NULL,NULL]",1
103,CHI,c'est c'est le docteur des animaux . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
104,MOT,ça s'appelle comment le docteur des animaux ? [media],"[NULL,NULL,NULL]",1
104,MOT,ça s'appelle comment le docteur des animaux ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
105,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
105,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
106,MOT,le \<trail off question\> [media],"[NULL,NULL,NULL]",1
106,MOT,le \<trail off question\> [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
107,CHI,le \<None\> \<trail off question\> [media],"[NULL,NULL,NULL]",1
107,CHI,le \<None\> \<trail off question\> [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
108,MOT,[quote] vé ... [media],"[NULL,NULL,NULL]",1
108,MOT,[quote] vé ... [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
109,CHI,[quote] ! [media],"[NULL,NULL,NULL]",1
109,CHI,[quote] ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
110,MOT,très bien ! [media],"[NULL,NULL,NULL]",1
110,MOT,très bien ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
111,CHI,et ça c'est une dent de dinosaure elle est très grosse alors \<None\> \<None\> c'est à un ... [media],"[NULL,NULL,NULL]",1
111,CHI,et ça c'est une dent de dinosaure elle est très grosse alors \<None\> \<None\> c'est à un ... [media],"[NULL,NULL,NULL]",2
112,CHI,[quote] T_Rex ! [media],"[NULL,NULL,NULL]",1
112,CHI,[quote] T_Rex ! [media],"[NULL,NULL,NULL]",2
113,MOT,oui ! [media],"[NULL,NULL,NULL]",1
113,MOT,oui ! [media],"[NULL,NULL,NULL]",2
114,CHI,et ça c'est c'est un tout petit bébé ... [media],"[NULL,NULL,NULL]",1
114,CHI,et ça c'est c'est un tout petit bébé ... [media],"[NULL,NULL,NULL]",2
115,CHI,[quote] dinosaure . [media],"[NULL,NULL,NULL]",1
115,CHI,[quote] dinosaure . [media],"[NULL,NULL,NULL]",2
116,CHI,0. . [media],"[NULL,NULL,NULL]",1
116,CHI,0. . [media],"[NULL,NULL,NULL]",2
117,MOT,[quote] 0. oui !,"[NULL,NULL,NULL]",1
117,MOT,[quote] 0. oui !,"[NULL,NULL,NULL]",2
118,CHI,la belle dent hein ! [media],"[NULL,NULL,NULL]",1
118,CHI,la belle dent hein ! [media],"[NULL,NULL,NULL]",2
119,MOT,tu crois que la petite souris elle est passée ? [media],"[NULL,NULL,NULL]",1
119,MOT,tu crois que la petite souris elle est passée ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
120,CHI,oui ! [media],"[NULL,NULL,NULL]",1
120,CHI,oui ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
121,MOT,0. . [media],"[NULL,NULL,NULL]",1
121,MOT,0. . [media],"[PAR-Follow-up:other,NULL,NULL]",2
122,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
122,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
123,CHI,yyy un dinosaure yyy . [media],"[NULL,NULL,NULL]",1
123,CHI,yyy un dinosaure yyy . [media],"[NULL,NULL,NULL]",2
124,MOT,0. oui ! [media],"[NULL,NULL,NULL]",1
124,MOT,0. oui ! [media],"[NULL,NULL,NULL]",2
125,CHI,[quote] 0. c'est ça !,"[NULL,NULL,NULL]",1
125,CHI,[quote] 0. c'est ça !,"[NULL,NULL,NULL]",2
126,BR1,[quote] xxx .,"[NULL,NULL,NULL]",1
126,BR1,[quote] xxx .,"[NULL,NULL,NULL]",2
127,CHI,yyy yyy un yyy ... [media],"[NULL,NULL,NULL]",1
127,CHI,yyy yyy un yyy ... [media],"[NULL,NULL,NULL]",2
128,CHI,\<None\> \<None\> \<None\> ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
128,CHI,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",2
129,MOT,euh je n sais pas peut-être un ptérodactyle ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]",1
129,MOT,euh je n sais pas peut-être un ptérodactyle ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
130,CHI,ouais c'est un ptérodactyle très grand . [media],"[CHI-Follow-up:Signal-agreement,CHI-Follow-up:Own-explanation,NULL]",1
130,CHI,ouais c'est un ptérodactyle très grand . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
131,MOT,doucement avec les pages . [media],"[NULL,NULL,NULL]",1
131,MOT,doucement avec les pages . [media],"[PAR-Follow-up:other,NULL,NULL]",2
132,CHI,ça c'est un bébé dinoracus ... [media],"[NULL,NULL,NULL]",1
132,CHI,ça c'est un bébé dinoracus ... [media],"[NULL,NULL,NULL]",2
133,MOT,hum ! [media],"[NULL,NULL,NULL]",1
133,MOT,hum ! [media],"[NULL,NULL,NULL]",2
134,CHI,[quote] et ça c'est une maman dinoracus . [media],"[NULL,NULL,NULL]",1
134,CHI,[quote] et ça c'est une maman dinoracus . [media],"[NULL,NULL,NULL]",2
135,MOT,ouais .,"[NULL,NULL,NULL]",1
135,MOT,ouais .,"[NULL,NULL,NULL]",2
136,CHI,0. . [media],"[NULL,NULL,NULL]",1
136,CHI,0. . [media],"[NULL,NULL,NULL]",2
137,MOT,[quote] oui super !,"[NULL,NULL,NULL]",1
137,MOT,[quote] oui super !,"[NULL,NULL,NULL]",2
138,MOT,hé dis moi la semaine dernière on est allés à la piscine ! [media],"[NULL,NULL,NULL]",1
138,MOT,hé dis moi la semaine dernière on est allés à la piscine ! [media],"[NULL,NULL,NULL]",2
139,CHI,ouais ! [media],"[NULL,NULL,NULL]",1
139,CHI,ouais ! [media],"[NULL,NULL,NULL]",2
140,MOT,qu'est-ce qu'on a fait à la piscine ? [media],"[NULL,NULL,NULL]",1
140,MOT,qu'est-ce qu'on a fait à la piscine ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
141,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
141,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
142,CHI,on a nagé ! [media],"[NULL,NULL,NULL]",1
142,CHI,on a nagé ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
143,MOT,c'est tout on n' a que nagé ? [media],"[NULL,NULL,NULL]",1
143,MOT,c'est tout on n' a que nagé ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
144,CHI,ouais ! [media],"[NULL,NULL,NULL]",1
144,CHI,ouais ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
145,CHI,une image qu est très bien . [media],"[NULL,NULL,NULL]",1
145,CHI,une image qu est très bien . [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
146,CHI,ça c'est u \<interruption\> [media],"[NULL,NULL,NULL]",1
146,CHI,ça c'est u \<interruption\> [media],"[NULL,NULL,NULL]",2
147,MOT,[quote] est-ce que tu aimes bien aller à la piscine ?,"[NULL,NULL,NULL]",1
147,MOT,[quote] est-ce que tu aimes bien aller à la piscine ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
148,CHI,ça \<None\> \<None\> c'est un dinosaure ... [media],"[NULL,NULL,NULL]",1
148,CHI,ça \<None\> \<None\> c'est un dinosaure ... [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]",2
149,CHI,[quote] c'est un dinosaure avec ses petits ! [media],"[NULL,NULL,NULL]",1
149,CHI,[quote] c'est un dinosaure avec ses petits ! [media],"[NULL,NULL,NULL]",2
150,CHI,0. . [media],"[NULL,NULL,NULL]",1
150,CHI,0. . [media],"[NULL,NULL,NULL]",2
151,MOT,[quote] ah oui !,"[NULL,NULL,NULL]",1
151,MOT,[quote] ah oui !,"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
152,MOT,est-ce que tu aimes bien nager ? [media],"[NULL,NULL,NULL]",1
152,MOT,est-ce que tu aimes bien nager ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
153,CHI,ouais ! [media],"[NULL,NULL,NULL]",1
153,CHI,ouais ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
154,CHI,et ça c'est un diplodocus . [media],"[NULL,NULL,NULL]",1
154,CHI,et ça c'est un diplodocus . [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]",2
155,MOT,oui très bien ! [media],"[NULL,NULL,NULL]",1
155,MOT,oui très bien ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
156,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
156,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
157,MOT,où est-ce qu'on part demain ? [media],"[NULL,NULL,NULL]",1
157,MOT,où est-ce qu'on part demain ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
158,CHI,et ça c'est \<None\> \<None\> un dinosauracus . [media],"[NULL,NULL,NULL]",1
158,CHI,et ça c'est \<None\> \<None\> un dinosauracus . [media],"[CHI-Response:Non-answer:declarative,CHI-Response:Answer:non-verbal,NULL]",2
159,MOT,oui \<None\> où est-ce qu'on part demain Anaé ? [media],"[NULL,NULL,NULL]",1
159,MOT,oui \<None\> où est-ce qu'on part demain Anaé ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ]",2
160,CHI,[quote] yyy .,"[NULL,NULL,NULL]",1
160,CHI,[quote] yyy .,"[NULL,NULL,NULL]",2
161,CHI,bah ! [media],"[NULL,NULL,NULL]",1
161,CHI,bah ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
162,MOT,on va où demain ? [media],"[NULL,NULL,NULL]",1
162,MOT,on va où demain ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
163,CHI,à Lacanau ! [media],"[NULL,NULL,NULL]",1
163,CHI,à Lacanau ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
164,MOT,qu'est-ce qu'on va faire à Lacanau ? [media],"[NULL,NULL,NULL]",1
164,MOT,qu'est-ce qu'on va faire à Lacanau ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
165,CHI,bah on va nager \<None\> \<None\> et et et faire des châteaux de sable . [media],"[NULL,NULL,NULL]",1
165,CHI,bah on va nager \<None\> \<None\> et et et faire des châteaux de sable . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
166,MOT,où ça ? [media],"[NULL,NULL,NULL]",1
