ID,Speaker,utterance,annotation,list-ID
72,CHI,et puis moi je voulais les \<self interruption\>,"[NULL,NULL,NULL]",2
73,CHI,non c'était Inès \<None\> !,"[NULL,NULL,NULL]",1
73,CHI,non c'était Inès \<None\> !,"[NULL,NULL,NULL]",2
74,COM,[quote] xxx .,"[NULL,NULL,NULL]",1
74,COM,[quote] xxx .,"[NULL,NULL,NULL]",2
75,MOT,c'était Inès qu avait distribué les chapeaux ? [media],"[NULL,NULL,NULL]",1
75,MOT,c'était Inès qu avait distribué les chapeaux ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
76,COM,[quote] xxx .,"[NULL,NULL,NULL]",1
76,COM,[quote] xxx .,"[NULL,NULL,NULL]",2
77,CHI,oui alors que moi je voulais euh ...,"[NULL,NULL,NULL]",1
77,CHI,oui alors que moi je voulais euh ...,"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
78,MOT,tu voulais les distribuer toi même . [media],"[NULL,NULL,NULL]",1
78,MOT,tu voulais les distribuer toi même . [media],"[PAR-Follow-up:Give-response,NULL,NULL]",2
79,CHI,oui .,"[NULL,NULL,NULL]",1
79,CHI,oui .,"[NULL,NULL,NULL]",2
80,COM,[quote] maman yyy .,"[NULL,NULL,NULL]",1
80,COM,[quote] maman yyy .,"[NULL,NULL,NULL]",2
81,MOT,et alors du coup c'est drôle parce qu' y a une p fille . qui hum . qui a fait parler Madeleine . [media],"[NULL,NULL,NULL]",1
81,MOT,et alors du coup c'est drôle parce qu' y a une p fille . qui hum . qui a fait parler Madeleine . [media],"[NULL,NULL,NULL]",2
82,CHI,[quote] parce que c'est .,"[NULL,NULL,NULL]",1
82,CHI,[quote] parce que c'est .,"[NULL,NULL,NULL]",2
83,MOT,[quote] pourqu'elle exprime euh son . son souci ... [media],"[NULL,NULL,NULL]",1
83,MOT,[quote] pourqu'elle exprime euh son . son souci ... [media],"[NULL,NULL,NULL]",2
84,CHI,[quote] parce que en fait c'est \<interruption\>,"[NULL,NULL,NULL]",1
84,CHI,[quote] parce que en fait c'est \<interruption\>,"[NULL,NULL,NULL]",2
85,MOT,[quote] et après elle est allée voir les autres .,"[NULL,NULL,NULL]",1
85,MOT,[quote] et après elle est allée voir les autres .,"[NULL,NULL,NULL]",2
86,MOT,et elle a dit bon Madeleine avait envie de distribuer les chapeaux donc vous re vous vous euh \<None\> \<interruption\> [media],"[NULL,NULL,NULL]",1
86,MOT,et elle a dit bon Madeleine avait envie de distribuer les chapeaux donc vous re vous vous euh \<None\> \<interruption\> [media],"[NULL,NULL,NULL]",2
87,CHI,[quote] non c'est pas xxx 0. c' c'est c'est pas ça c'est pas ça .,"[NULL,NULL,NULL]",1
87,CHI,[quote] non c'est pas xxx 0. c' c'est c'est pas ça c'est pas ça .,"[NULL,NULL,NULL]",2
88,MOT,[quote] ramassez tous les chapeaux \<None\> . [media],"[NULL,NULL,NULL]",1
88,MOT,[quote] ramassez tous les chapeaux \<None\> . [media],"[NULL,NULL,NULL]",2
89,MOT,elle les a donné à Madeleine . [media],"[NULL,NULL,NULL]",1
89,MOT,elle les a donné à Madeleine . [media],"[NULL,NULL,NULL]",2
90,MOT,[quote] qui a distribué les chapeaux . [media],"[NULL,NULL,NULL]",1
90,MOT,[quote] qui a distribué les chapeaux . [media],"[NULL,NULL,NULL]",2
91,MOT,et on n' a plus parlé de problème après . [media],"[NULL,NULL,NULL]",1
91,MOT,et on n' a plus parlé de problème après . [media],"[NULL,NULL,NULL]",2
92,CHI,oui . [media],"[NULL,NULL,NULL]",1
92,CHI,oui . [media],"[NULL,NULL,NULL]",2
93,MOT,[quote] hein ?,"[NULL,NULL,NULL]",1
93,MOT,[quote] hein ?,"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
94,OBS,c'est pas ça Madeleine ?,"[NULL,NULL,NULL]",1
94,OBS,c'est pas ça Madeleine ?,"[NULL,NULL,NULL]",2
95,OBS,si c'est ça ? [media],"[NULL,NULL,NULL]",1
95,OBS,si c'est ça ? [media],"[NULL,NULL,NULL]",2
96,CHI,non c'était . c' c'était pas ça .,"[NULL,NULL,NULL]",1
96,CHI,non c'était . c' c'était pas ça .,"[NULL,NULL,NULL]",2
97,MOT,[quote] pourquoi ?,"[NULL,NULL,NULL]",1
97,MOT,[quote] pourquoi ?,"[PAR-Initiation:Information-seeking:explanation-based,NULL,NULL]",2
98,CHI,c'était que Blandine est venue me voir et elle m'a demandé pourquoi tu pleures \<None\> moi j'ai dit j'a j'avais envie de distribuer les les affaires \<None\> et puis du coup elle elle est elle est allée euh sur l'escalier elle est descendue de la p marche là et puis elle a dit à tout_l de de rassembler toutes les affaires .,"[NULL,NULL,NULL]",1
98,CHI,c'était que Blandine est venue me voir et elle m'a demandé pourquoi tu pleures \<None\> moi j'ai dit j'a j'avais envie de distribuer les les affaires \<None\> et puis du coup elle elle est elle est allée euh sur l'escalier elle est descendue de la p marche là et puis elle a dit à tout_l de de rassembler toutes les affaires .,"[CHI-Response:Answer:with-explanation-high-quality,NULL,NULL]",2
99,CHI,et puis du coup après j'ai pu euh ... [media],"[NULL,NULL,NULL]",1
99,CHI,et puis du coup après j'ai pu euh ... [media],"[NULL,NULL,NULL]",2
100,SIS,[quote] coucou Martine .,"[NULL,NULL,NULL]",1
100,SIS,[quote] coucou Martine .,"[NULL,NULL,NULL]",2
101,MOT,t as pu les distribuer . [media],"[NULL,NULL,NULL]",1
101,MOT,t as pu les distribuer . [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
102,CHI,oui .,"[NULL,NULL,NULL]",1
102,CHI,oui .,"[NULL,NULL,NULL]",2
103,MOT,et après tout allait bien . [media],"[NULL,NULL,NULL]",1
103,MOT,et après tout allait bien . [media],"[NULL,NULL,NULL]",2
104,SIS,[quote] tu manges quoi toi ?,"[NULL,NULL,NULL]",1
104,SIS,[quote] tu manges quoi toi ?,"[NULL,NULL,NULL]",2
105,COM,yyy . [media],"[NULL,NULL,NULL]",1
105,COM,yyy . [media],"[NULL,NULL,NULL]",2
106,SIS,ouh !,"[NULL,NULL,NULL]",1
106,SIS,ouh !,"[NULL,NULL,NULL]",2
107,MOT,non non non et du coup j'ai dit à la maman de Blandine que sa que sa fille serait sûrement diplomate . [media],"[NULL,NULL,NULL]",1
107,MOT,non non non et du coup j'ai dit à la maman de Blandine que sa que sa fille serait sûrement diplomate . [media],"[NULL,NULL,NULL]",2
108,MOT,hein ? [media],"[NULL,NULL,NULL]",1
108,MOT,hein ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
109,CHI,ça veut dire quoi ?,"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
109,CHI,ça veut dire quoi ?,"[NULL,NULL,NULL]",2
110,MOT,diplomate ah \<None\> . [media],"[NULL,NULL,NULL]",1
110,MOT,diplomate ah \<None\> . [media],"[NULL,NULL,NULL]",2
111,MOT,zut \<None\> . [media],"[NULL,NULL,NULL]",1
111,MOT,zut \<None\> . [media],"[NULL,NULL,NULL]",2
112,MOT,diplomate c'est des gens euh ... [media],"[PAR-Response:Non-answer:declarative,NULL,NULL]",1
112,MOT,diplomate c'est des gens euh ... [media],"[NULL,NULL,NULL]",2
113,CHI,[quote] qui donnent des diplômes .,"[CHI-Follow-up:Own-explanation,NULL,NULL]",1
113,CHI,[quote] qui donnent des diplômes .,"[NULL,NULL,NULL]",2
114,MOT,qui donnent des diplômes \<None\> . [media],"[NULL,NULL,NULL]",1
114,MOT,qui donnent des diplômes \<None\> . [media],"[NULL,NULL,NULL]",2
115,MOT,non euh . [media],"[NULL,NULL,NULL]",1
115,MOT,non euh . [media],"[NULL,NULL,NULL]",2
116,MOT,qui essaient je sais pas si c'est que ça mais ... [media],"[NULL,NULL,NULL]",1
116,MOT,qui essaient je sais pas si c'est que ça mais ... [media],"[NULL,NULL,NULL]",2
117,MOT,qui essaient de favoriser la paix . [media],"[NULL,NULL,NULL]",1
117,MOT,qui essaient de favoriser la paix . [media],"[NULL,NULL,NULL]",2
118,MOT,tu vois par exemple . [media],"[NULL,NULL,NULL]",1
118,MOT,tu vois par exemple . [media],"[NULL,NULL,NULL]",2
119,MOT,euh qui représentent leur pays . [media],"[NULL,NULL,NULL]",1
119,MOT,euh qui représentent leur pays . [media],"[NULL,NULL,NULL]",2
120,MOT,par exemple la France en Italie elle a un ambassadeur . [media],"[NULL,NULL,NULL]",1
120,MOT,par exemple la France en Italie elle a un ambassadeur . [media],"[NULL,NULL,NULL]",2
121,MOT,donc c'est un monsieur qui représente la France en Italie . [media],"[NULL,NULL,NULL]",1
121,MOT,donc c'est un monsieur qui représente la France en Italie . [media],"[NULL,NULL,NULL]",2
122,MOT,donc si l'Italie a besoin de parler d' une question avec la France ... [media],"[NULL,NULL,NULL]",1
122,MOT,donc si l'Italie a besoin de parler d' une question avec la France ... [media],"[NULL,NULL,NULL]",2
123,MOT,hé ben le le responsable du gouvernement italien peut euh en parler avec l'ambassadeur français qui est à Rome . [media],"[NULL,NULL,NULL]",1
123,MOT,hé ben le le responsable du gouvernement italien peut euh en parler avec l'ambassadeur français qui est à Rome . [media],"[NULL,NULL,NULL]",2
124,MOT,tu vois ? [media],"[NULL,NULL,NULL]",1
124,MOT,tu vois ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
125,MOT,et si euh . et et si il y a un problème de guerre hé ben l'ambassadeur il ... [media],"[NULL,NULL,NULL]",1
125,MOT,et si euh . et et si il y a un problème de guerre hé ben l'ambassadeur il ... [media],"[NULL,NULL,NULL]",2
126,COM,wow !,"[NULL,NULL,NULL]",1
126,COM,wow !,"[NULL,NULL,NULL]",2
127,MOT,il il aide à à résoudre le problème de guerre donc tu vois il aide à faire la paix . [media],"[NULL,NULL,NULL]",1
127,MOT,il il aide à à résoudre le problème de guerre donc tu vois il aide à faire la paix . [media],"[NULL,NULL,NULL]",2
128,MOT,donc Blandine elle a aidé à faire la paix . [media],"[NULL,NULL,NULL]",1
128,MOT,donc Blandine elle a aidé à faire la paix . [media],"[NULL,NULL,NULL]",2
129,MOT,ça te semble juste ou ça ou pas . [media],"[NULL,NULL,NULL]",1
129,MOT,ça te semble juste ou ça ou pas . [media],"[NULL,NULL,NULL]",2
130,CHI,hum . [media],"[NULL,NULL,NULL]",1
130,CHI,hum . [media],"[NULL,NULL,NULL]",2
131,COM,yyy . [media],"[NULL,NULL,NULL]",1
131,COM,yyy . [media],"[NULL,NULL,NULL]",2
132,COM,yyy . [media],"[NULL,NULL,NULL]",1
132,COM,yyy . [media],"[NULL,NULL,NULL]",2
133,SIS,maman ? [media],"[NULL,NULL,NULL]",1
133,SIS,maman ? [media],"[NULL,NULL,NULL]",2
134,MOT,oui .,"[NULL,NULL,NULL]",1
134,MOT,oui .,"[NULL,NULL,NULL]",2
135,COM,[quote] yyy .,"[NULL,NULL,NULL]",1
135,COM,[quote] yyy .,"[NULL,NULL,NULL]",2
136,SIS,j'ai acheté tout ce qu'il fallait mais j'ai pas acheté tomates ... [media],"[NULL,NULL,NULL]",1
136,SIS,j'ai acheté tout ce qu'il fallait mais j'ai pas acheté tomates ... [media],"[NULL,NULL,NULL]",2
137,CHI,[quote] voilà j'ai combattu le méchant \<None\> .,"[NULL,NULL,NULL]",1
137,CHI,[quote] voilà j'ai combattu le méchant \<None\> .,"[NULL,NULL,NULL]",2
138,SIS,des choses comme ça . [media],"[NULL,NULL,NULL]",1
138,SIS,des choses comme ça . [media],"[NULL,NULL,NULL]",2
139,CHI,je lui ai abîmé sa maison .,"[NULL,NULL,NULL]",1
139,CHI,je lui ai abîmé sa maison .,"[NULL,NULL,NULL]",2
140,SIS,[quote] pa qu'on n' avait pas ...,"[NULL,NULL,NULL]",1
140,SIS,[quote] pa qu'on n' avait pas ...,"[NULL,NULL,NULL]",2
141,SIS,je me souvenais plus ce qu'on avait dit . [media],"[NULL,NULL,NULL]",1
141,SIS,je me souvenais plus ce qu'on avait dit . [media],"[NULL,NULL,NULL]",2
142,MOT,[quote] xxx .,"[NULL,NULL,NULL]",1
142,MOT,[quote] xxx .,"[NULL,NULL,NULL]",2
143,OBS,ouh t as fait un joli coeur à-côté .,"[NULL,NULL,NULL]",1
143,OBS,ouh t as fait un joli coeur à-côté .,"[NULL,NULL,NULL]",2
144,CHI,oui ça c'est ma maison .,"[NULL,NULL,NULL]",1
144,CHI,oui ça c'est ma maison .,"[NULL,NULL,NULL]",2
145,CHI,ça c'est ma maison et du coup en fait j'ai fait exprès de de gribouiller j'ai fait exprès de gribouiller l'autre à à-côté parce que parce que c'était la maison du méchant et du coup je voulais abîmer le méchant et du coup et du coup j'ai abîmé sa maison \<None\> . [media],"[NULL,NULL,NULL]",1
145,CHI,ça c'est ma maison et du coup en fait j'ai fait exprès de de gribouiller j'ai fait exprès de gribouiller l'autre à à-côté parce que parce que c'était la maison du méchant et du coup je voulais abîmer le méchant et du coup et du coup j'ai abîmé sa maison \<None\> . [media],"[NULL,NULL,NULL]",2
146,COM,[quote] une fraise .,"[NULL,NULL,NULL]",1
146,COM,[quote] une fraise .,"[NULL,NULL,NULL]",2
147,OBS,oh oui .,"[NULL,NULL,NULL]",1
147,OBS,oh oui .,"[NULL,NULL,NULL]",2
148,CHI,et du coup il pou j'ai abîmé la porte et du coup il il pouvait plus rentrer \<None\> . [media],"[NULL,NULL,NULL]",1
148,CHI,et du coup il pou j'ai abîmé la porte et du coup il il pouvait plus rentrer \<None\> . [media],"[NULL,NULL,NULL]",2
149,OBS,ah . [media],"[NULL,NULL,NULL]",1
149,OBS,ah . [media],"[NULL,NULL,NULL]",2
150,COM,Marie .,"[NULL,NULL,NULL]",1
150,COM,Marie .,"[NULL,NULL,NULL]",2
151,CHI,parce que j'ai fermé à clé euh les paf paf j'ai cloué des trous euh des clous euh sur les côtés euh \<None\> . [media],"[NULL,NULL,NULL]",1
151,CHI,parce que j'ai fermé à clé euh les paf paf j'ai cloué des trous euh des clous euh sur les côtés euh \<None\> . [media],"[NULL,NULL,NULL]",2
152,CHI,je sais pas comment j'ai fait là \<None\> . [media],"[NULL,NULL,NULL]",1
152,CHI,je sais pas comment j'ai fait là \<None\> . [media],"[NULL,NULL,NULL]",2
153,CHI,je sais pas co regarde . [media],"[NULL,NULL,NULL]",1
153,CHI,je sais pas co regarde . [media],"[NULL,NULL,NULL]",2
154,OBS,oh oui je vois . [media],"[NULL,NULL,NULL]",1
154,OBS,oh oui je vois . [media],"[NULL,NULL,NULL]",2
155,CHI,[quote] regarde la maison du du méchant \<None\> .,"[NULL,NULL,NULL]",1
155,CHI,[quote] regarde la maison du du méchant \<None\> .,"[NULL,NULL,NULL]",2
156,MOT,elle est un peu abîmée hein dessus . [media],"[NULL,NULL,NULL]",1
156,MOT,elle est un peu abîmée hein dessus . [media],"[NULL,NULL,NULL]",2
157,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
157,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
158,CHI,en_effet je crois qu'elle est encore encore plus abîmée que un peu . [media],"[NULL,NULL,NULL]",1
158,CHI,en_effet je crois qu'elle est encore encore plus abîmée que un peu . [media],"[NULL,NULL,NULL]",2
159,MOT,et qu'est-ce que t as eu d' autre ? [media],"[NULL,NULL,NULL]",1
159,MOT,et qu'est-ce que t as eu d' autre ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
160,CHI,euh ... [media],"[NULL,NULL,NULL]",1
160,CHI,euh ... [media],"[NULL,NULL,NULL]",2
161,COM,[quote] tût tût .,"[NULL,NULL,NULL]",1
161,COM,[quote] tût tût .,"[NULL,NULL,NULL]",2
162,MOT,t as r ? [media],"[NULL,NULL,NULL]",1
162,MOT,t as r ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
163,COM,tût tût tût tût . [media],"[NULL,NULL,NULL]",1
163,COM,tût tût tût tût . [media],"[NULL,NULL,NULL]",2
164,COM,tût tût . [media],"[NULL,NULL,NULL]",1
164,COM,tût tût . [media],"[NULL,NULL,NULL]",2
165,CHI,[quote] ah .,"[NULL,NULL,NULL]",1
165,CHI,[quote] ah .,"[NULL,NULL,NULL]",2
166,CHI,xxx . [media],"[NULL,NULL,NULL]",1
166,CHI,xxx . [media],"[NULL,NULL,NULL]",2
167,MOT,[quote] tiens tu veux pas t'asseoir à table .,"[NULL,NULL,NULL]",1
167,MOT,[quote] tiens tu veux pas t'asseoir à table .,"[NULL,NULL,NULL]",2
168,CHI,qu'est-ce que c'est ?,"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
168,CHI,qu'est-ce que c'est ?,"[NULL,NULL,NULL]",2
169,MOT,oh montre . [media],"[PAR-Response:Non-answer:declarative,CHI-Follow-up:No-followup,NULL]",1
169,MOT,oh montre . [media],"[NULL,NULL,NULL]",2
170,MOT,oh c'est mignon . [media],"[NULL,NULL,NULL]",1
170,MOT,oh c'est mignon . [media],"[NULL,NULL,NULL]",2
171,COM,a l'autre .,"[NULL,NULL,NULL]",1
171,COM,a l'autre .,"[NULL,NULL,NULL]",2
172,MOT,tiens viens on va s'asseoir à table . [media],"[NULL,NULL,NULL]",1
172,MOT,tiens viens on va s'asseoir à table . [media],"[NULL,NULL,NULL]",2
